Source,Target,Type,Weight
22,2136,Directed,2
23,2137,Directed,2
23,2138,Directed,2
79,2176,Directed,5
79,2177,Directed,2
22,2178,Directed,7
23,2178,Directed,3
79,2210,Directed,2
79,2211,Directed,4
79,2214,Directed,2
79,2215,Directed,2
22,2210,Directed,2
22,2211,Directed,2
22,2214,Directed,2
22,2215,Directed,2
23,2210,Directed,2
23,2211,Directed,2
23,2214,Directed,2
23,2215,Directed,2
23,2265,Directed,2
22,2267,Directed,5
22,2268,Directed,2
23,2267,Directed,4
23,2268,Directed,2
79,2277,Directed,5
79,2278,Directed,3
79,2279,Directed,3
79,2280,Directed,3
79,2302,Directed,3
79,2303,Directed,2
79,2321,Directed,2
22,2347,Directed,3
22,2385,Directed,2
22,2386,Directed,2
22,2388,Directed,2
22,2389,Directed,2
22,2390,Directed,2
22,2391,Directed,2
22,2392,Directed,2
22,2277,Directed,2
79,2431,Directed,5
79,2465,Directed,3
23,2465,Directed,3
79,2487,Directed,3
22,2547,Directed,6
23,2547,Directed,5
22,2572,Directed,2
22,2573,Directed,2
22,2574,Directed,2
79,2606,Directed,2
79,2607,Directed,2
79,2608,Directed,2
22,2610,Directed,2
22,2611,Directed,2
22,2612,Directed,2
22,2737,Directed,2
22,2738,Directed,2
22,2739,Directed,2
79,2829,Directed,2
79,2830,Directed,2
79,2831,Directed,2
79,2832,Directed,2
79,2833,Directed,2
79,2834,Directed,2
79,2842,Directed,3
79,2843,Directed,2
22,2879,Directed,2
22,2880,Directed,2
22,2882,Directed,2
22,2883,Directed,2
23,2879,Directed,2
23,2880,Directed,2
23,2882,Directed,2
23,2883,Directed,2
79,2937,Directed,2
79,2938,Directed,2
22,2949,Directed,2
23,2949,Directed,2
22,2979,Directed,2
23,2982,Directed,2
23,2984,Directed,2
23,2996,Directed,2
23,2997,Directed,2
22,3050,Directed,2
79,3104,Directed,2
22,2459,Directed,2
23,2459,Directed,2
23,3179,Directed,2
79,3196,Directed,2
79,3209,Directed,2
