Source,Target,Type,Weight
33,3293,Directed,2
26,3294,Directed,2
26,3295,Directed,2
181,3298,Directed,2
181,3328,Directed,2
33,3347,Directed,2
33,3348,Directed,2
33,3350,Directed,2
33,2978,Directed,4
33,3351,Directed,3
33,3366,Directed,2
33,3367,Directed,2
33,3368,Directed,2
33,3369,Directed,2
33,3370,Directed,2
26,3371,Directed,2
26,2903,Directed,2
33,2968,Directed,2
33,3427,Directed,2
33,3429,Directed,2
181,3435,Directed,2
26,3442,Directed,2
33,3457,Directed,2
33,3145,Directed,2
26,3462,Directed,2
26,3463,Directed,2
33,3465,Directed,2
33,3487,Directed,2
33,3497,Directed,2
33,3330,Directed,2
26,3501,Directed,2
181,3521,Directed,2
181,3522,Directed,2
181,2978,Directed,2
181,3543,Directed,2
181,3544,Directed,2
181,3545,Directed,2
181,2675,Directed,3
26,3546,Directed,2
181,3547,Directed,2
181,3561,Directed,2
181,3562,Directed,2
181,3563,Directed,2
33,3587,Directed,2
33,3588,Directed,2
181,3599,Directed,2
26,3613,Directed,2
33,3644,Directed,2
26,3649,Directed,2
26,3650,Directed,2
33,3666,Directed,2
26,2461,Directed,3
26,3712,Directed,2
181,3727,Directed,4
26,3250,Directed,2
33,3749,Directed,2
26,3760,Directed,2
33,3827,Directed,2
33,3831,Directed,2
33,2123,Directed,2
33,3832,Directed,2
33,3833,Directed,2
33,2473,Directed,2
33,3834,Directed,2
181,3835,Directed,3
26,3838,Directed,2
26,2918,Directed,2
26,3905,Directed,2
33,3927,Directed,2
33,3929,Directed,2
33,3930,Directed,2
33,3931,Directed,2
181,3942,Directed,2
26,3946,Directed,2
26,3947,Directed,2
181,3961,Directed,2
33,3962,Directed,2
33,3963,Directed,2
181,3978,Directed,3
181,3174,Directed,2
181,4072,Directed,2
181,4073,Directed,2
181,4074,Directed,2
33,4081,Directed,2
33,4082,Directed,2
181,4092,Directed,2
26,2784,Directed,2
26,2449,Directed,2
26,4094,Directed,2
26,2307,Directed,2
26,4096,Directed,2
26,2620,Directed,2
26,4097,Directed,2
26,3174,Directed,2
181,4099,Directed,2
181,2466,Directed,2
181,2702,Directed,2
181,3481,Directed,2
181,4158,Directed,2
181,4159,Directed,2
33,4168,Directed,2
181,2658,Directed,3
181,2058,Directed,3
181,4180,Directed,3
181,4181,Directed,3
181,4182,Directed,3
33,4197,Directed,3
33,4198,Directed,3
26,4207,Directed,2
26,4208,Directed,2
33,4207,Directed,2
33,4208,Directed,2
33,4242,Directed,2
33,4244,Directed,2
33,4245,Directed,2
33,4250,Directed,2
33,4251,Directed,2
33,4252,Directed,2
33,4253,Directed,2
181,4255,Directed,2
181,3625,Directed,2
181,4257,Directed,2
33,4258,Directed,2
33,4259,Directed,2
181,4327,Directed,2
181,4330,Directed,2
