Source,Target,Type,Weight
5,2537,Directed,16
5,2538,Directed,16
5,2539,Directed,16
8,2537,Directed,16
8,2538,Directed,16
8,2539,Directed,16
45,2552,Directed,2
45,2583,Directed,2
8,2626,Directed,2
8,2627,Directed,2
8,2629,Directed,2
45,2629,Directed,2
8,2631,Directed,2
8,2643,Directed,2
8,2683,Directed,2
8,2684,Directed,2
45,2692,Directed,2
45,2698,Directed,3
45,2699,Directed,2
8,2714,Directed,2
8,2717,Directed,2
5,2717,Directed,2
8,2725,Directed,2
8,2726,Directed,2
5,2725,Directed,2
5,2726,Directed,2
8,2728,Directed,2
8,2729,Directed,2
8,2730,Directed,2
5,2728,Directed,2
5,2729,Directed,2
5,2730,Directed,2
5,2745,Directed,2
8,2746,Directed,2
8,2747,Directed,2
8,2748,Directed,2
5,2746,Directed,2
5,2747,Directed,2
5,2748,Directed,2
45,2746,Directed,2
45,2747,Directed,2
45,2748,Directed,2
8,2749,Directed,2
8,2750,Directed,2
8,2751,Directed,2
45,2750,Directed,2
45,2751,Directed,2
5,2750,Directed,2
5,2751,Directed,2
45,2752,Directed,2
8,2803,Directed,3
8,2807,Directed,2
5,2807,Directed,2
8,2829,Directed,2
5,2829,Directed,2
8,2900,Directed,2
45,2910,Directed,2
45,2911,Directed,2
45,2912,Directed,2
5,2913,Directed,2
5,2914,Directed,2
8,2913,Directed,2
8,2914,Directed,2
8,2929,Directed,2
8,2949,Directed,3
5,2949,Directed,2
45,2979,Directed,2
45,2991,Directed,2
8,3038,Directed,2
5,3038,Directed,2
8,3053,Directed,2
5,3053,Directed,2
45,3064,Directed,2
45,3065,Directed,3
8,3117,Directed,2
8,3124,Directed,3
5,3124,Directed,3
8,3143,Directed,2
8,3144,Directed,2
8,3145,Directed,2
8,3162,Directed,2
8,3176,Directed,2
8,3190,Directed,2
5,3190,Directed,2
8,3209,Directed,2
5,3209,Directed,2
8,3230,Directed,2
8,3243,Directed,2
8,3244,Directed,2
45,3258,Directed,2
45,3259,Directed,2
8,2767,Directed,3
8,3270,Directed,2
5,2767,Directed,2
5,3270,Directed,2
8,3278,Directed,2
8,3285,Directed,2
8,3286,Directed,2
8,3287,Directed,2
8,3311,Directed,2
8,3312,Directed,2
5,3311,Directed,2
5,3312,Directed,2
45,3328,Directed,2
8,3336,Directed,2
5,3336,Directed,2
45,3336,Directed,2
8,3365,Directed,2
8,3366,Directed,2
8,3372,Directed,2
8,3373,Directed,2
5,3372,Directed,2
5,3373,Directed,2
8,3382,Directed,2
8,3383,Directed,2
8,3390,Directed,2
8,3391,Directed,2
8,3392,Directed,2
5,3405,Directed,2
8,3405,Directed,3
45,2608,Directed,2
45,3434,Directed,2
45,3435,Directed,2
8,3460,Directed,2
8,3461,Directed,2
8,3462,Directed,2
8,3463,Directed,2
8,3470,Directed,2
8,3471,Directed,2
8,3472,Directed,2
8,3473,Directed,2
8,3483,Directed,2
8,3484,Directed,2
8,3485,Directed,2
8,3531,Directed,2
8,3532,Directed,2
8,3533,Directed,2
8,3534,Directed,2
8,3535,Directed,2
8,3536,Directed,2
5,3531,Directed,2
5,3532,Directed,2
5,3533,Directed,2
5,3534,Directed,2
5,3535,Directed,2
5,3536,Directed,2
8,3551,Directed,2
45,2634,Directed,2
45,3556,Directed,2
45,3557,Directed,2
45,3558,Directed,2
45,2646,Directed,2
8,3569,Directed,2
8,3570,Directed,2
8,3574,Directed,2
8,2670,Directed,2
8,2594,Directed,2
8,3575,Directed,2
8,3576,Directed,2
45,3577,Directed,2
8,3580,Directed,2
8,3581,Directed,2
5,3580,Directed,2
5,3581,Directed,2
45,3582,Directed,2
5,3629,Directed,2
8,3646,Directed,2
5,3646,Directed,2
45,3659,Directed,2
45,3662,Directed,2
45,3663,Directed,2
45,3718,Directed,2
45,3719,Directed,2
5,3741,Directed,2
5,3742,Directed,2
5,3743,Directed,2
8,3748,Directed,2
8,3749,Directed,2
8,3048,Directed,2
8,3750,Directed,2
8,3751,Directed,2
8,3752,Directed,2
8,3776,Directed,2
8,3801,Directed,2
8,3802,Directed,2
8,3803,Directed,2
8,3804,Directed,2
8,3805,Directed,2
8,3806,Directed,2
5,3801,Directed,2
5,3802,Directed,2
5,3803,Directed,2
5,3804,Directed,2
5,3805,Directed,2
5,3806,Directed,2
8,3825,Directed,2
8,3330,Directed,2
8,3839,Directed,2
8,3840,Directed,2
8,3841,Directed,2
8,2705,Directed,2
8,3893,Directed,2
45,3904,Directed,2
45,3905,Directed,2
45,3906,Directed,2
