Source,Target,Type,Weight
2,1057,Directed,2
7,1058,Directed,4
7,1059,Directed,2
9,1058,Directed,2
9,1059,Directed,2
2,1065,Directed,2
9,1065,Directed,2
7,1068,Directed,2
7,1070,Directed,2
7,1071,Directed,2
7,1072,Directed,2
2,1073,Directed,2
2,1074,Directed,2
2,1075,Directed,2
2,1076,Directed,2
2,1077,Directed,2
9,1073,Directed,2
9,1074,Directed,2
9,1075,Directed,2
9,1076,Directed,2
9,1077,Directed,2
9,1081,Directed,2
9,1082,Directed,2
9,1083,Directed,4
2,1082,Directed,2
2,1083,Directed,6
2,1086,Directed,2
9,1086,Directed,2
2,1063,Directed,2
9,1063,Directed,2
2,1104,Directed,3
2,1113,Directed,2
2,1114,Directed,2
2,1115,Directed,2
2,1116,Directed,2
2,1117,Directed,2
2,1118,Directed,2
2,1119,Directed,2
2,1120,Directed,2
7,1114,Directed,2
7,1115,Directed,2
7,1116,Directed,2
7,1117,Directed,2
7,1118,Directed,2
7,1119,Directed,2
7,1120,Directed,2
2,1123,Directed,2
7,1124,Directed,2
9,1135,Directed,3
7,1136,Directed,2
7,1137,Directed,2
7,1138,Directed,2
7,1139,Directed,2
7,1140,Directed,2
7,1151,Directed,2
2,1058,Directed,3
9,1152,Directed,7
2,1152,Directed,8
2,1157,Directed,3
7,1157,Directed,3
2,1158,Directed,2
2,1159,Directed,2
2,1160,Directed,2
2,1161,Directed,2
2,1168,Directed,2
2,1169,Directed,2
2,1170,Directed,2
7,1174,Directed,2
7,1175,Directed,2
7,1100,Directed,2
7,1101,Directed,2
7,1189,Directed,2
7,1190,Directed,2
7,1191,Directed,2
9,1192,Directed,2
2,1195,Directed,2
2,1196,Directed,2
2,1197,Directed,2
9,1195,Directed,2
9,1196,Directed,2
9,1197,Directed,2
2,1198,Directed,2
2,1203,Directed,2
2,1204,Directed,2
2,1205,Directed,2
2,1206,Directed,2
9,1206,Directed,2
2,1208,Directed,2
2,1209,Directed,2
9,1212,Directed,2
7,1213,Directed,2
7,1214,Directed,3
7,1228,Directed,2
7,1229,Directed,2
7,1230,Directed,2
7,1231,Directed,2
2,1232,Directed,2
2,1233,Directed,2
2,1234,Directed,2
2,1235,Directed,2
2,1237,Directed,2
9,1232,Directed,2
9,1233,Directed,2
9,1234,Directed,2
9,1235,Directed,2
9,1237,Directed,2
2,1246,Directed,2
9,1256,Directed,2
2,1256,Directed,2
7,1266,Directed,2
2,1269,Directed,2
9,1270,Directed,2
9,1271,Directed,2
9,1272,Directed,2
2,1273,Directed,2
2,1274,Directed,2
2,1275,Directed,2
2,1293,Directed,2
9,1293,Directed,2
9,1294,Directed,2
9,1295,Directed,2
2,1305,Directed,3
9,1305,Directed,2
2,1193,Directed,3
9,1317,Directed,2
2,1317,Directed,2
9,1327,Directed,2
2,1092,Directed,2
7,1340,Directed,2
7,1341,Directed,2
2,1219,Directed,3
2,1350,Directed,2
9,1352,Directed,2
9,1353,Directed,2
9,1354,Directed,2
9,1355,Directed,2
9,1356,Directed,2
2,1359,Directed,3
2,1360,Directed,2
2,1361,Directed,2
2,1362,Directed,2
2,1363,Directed,2
2,1364,Directed,2
9,1361,Directed,2
9,1362,Directed,2
9,1363,Directed,2
9,1364,Directed,2
7,1372,Directed,2
7,1373,Directed,2
7,1374,Directed,2
2,1378,Directed,2
2,1186,Directed,4
9,1378,Directed,2
9,1186,Directed,2
2,1380,Directed,3
2,1381,Directed,2
2,1382,Directed,2
2,1393,Directed,2
2,1396,Directed,2
2,1397,Directed,2
2,1404,Directed,2
2,1405,Directed,2
2,1406,Directed,2
2,1410,Directed,2
2,1150,Directed,2
7,1418,Directed,2
7,1419,Directed,2
7,1431,Directed,2
7,1186,Directed,3
7,1103,Directed,2
7,1432,Directed,2
2,1433,Directed,2
7,1433,Directed,2
2,1435,Directed,2
2,1436,Directed,2
9,1442,Directed,2
2,1443,Directed,2
2,1444,Directed,2
7,1443,Directed,2
7,1444,Directed,2
9,1443,Directed,2
9,1444,Directed,2
9,1451,Directed,2
9,1307,Directed,2
9,1452,Directed,2
9,1457,Directed,2
9,1458,Directed,2
2,1457,Directed,2
2,1458,Directed,2
7,1459,Directed,2
7,1460,Directed,2
7,1461,Directed,2
7,1462,Directed,2
7,1463,Directed,2
9,1469,Directed,2
9,1284,Directed,2
2,1469,Directed,2
2,1284,Directed,2
9,1478,Directed,2
9,1479,Directed,2
2,1478,Directed,2
2,1479,Directed,2
7,1478,Directed,2
7,1479,Directed,2
2,1488,Directed,2
2,1494,Directed,2
2,1495,Directed,2
2,1496,Directed,2
2,1497,Directed,2
9,1496,Directed,2
9,1497,Directed,2
7,1502,Directed,2
7,1503,Directed,2
7,1504,Directed,2
7,1505,Directed,2
7,1509,Directed,2
2,1512,Directed,2
2,1513,Directed,2
