Source,Target,Type,Weight
38,1401,Directed,2
38,1407,Directed,2
38,1435,Directed,2
38,1436,Directed,2
38,1437,Directed,2
38,1475,Directed,2
38,1477,Directed,2
38,1478,Directed,2
38,1482,Directed,2
38,1483,Directed,2
38,1484,Directed,4
38,1508,Directed,3
38,1412,Directed,4
130,1509,Directed,2
38,1531,Directed,3
38,1532,Directed,3
38,1533,Directed,3
38,1534,Directed,3
38,1535,Directed,3
38,1536,Directed,3
38,1542,Directed,2
38,1543,Directed,2
38,1553,Directed,2
130,1574,Directed,2
130,1576,Directed,2
130,1577,Directed,2
38,1609,Directed,3
38,1610,Directed,6
38,1611,Directed,6
38,1612,Directed,3
38,1613,Directed,3
130,1637,Directed,2
130,1487,Directed,2
130,1638,Directed,2
38,1666,Directed,2
130,1680,Directed,2
130,1681,Directed,2
619,1484,Directed,2
619,1716,Directed,2
619,1717,Directed,2
619,1718,Directed,2
38,1427,Directed,2
619,1744,Directed,2
619,1745,Directed,2
619,1746,Directed,2
619,1389,Directed,2
38,1753,Directed,2
38,1754,Directed,2
38,1755,Directed,2
38,1756,Directed,2
38,1757,Directed,2
38,1762,Directed,2
619,1567,Directed,2
619,1767,Directed,2
38,1811,Directed,3
38,1850,Directed,3
38,1851,Directed,3
130,1902,Directed,2
130,1903,Directed,2
38,1904,Directed,2
38,1944,Directed,2
619,1959,Directed,2
619,1960,Directed,2
619,1961,Directed,2
619,1962,Directed,2
38,1964,Directed,3
38,1965,Directed,2
130,1971,Directed,2
130,1972,Directed,2
130,1973,Directed,2
130,1974,Directed,2
130,1981,Directed,2
619,1982,Directed,2
619,1983,Directed,2
619,1984,Directed,2
619,1985,Directed,2
619,1986,Directed,2
619,1987,Directed,2
619,1988,Directed,2
619,1989,Directed,2
619,1990,Directed,2
38,2013,Directed,2
38,2037,Directed,2
38,1527,Directed,3
38,2057,Directed,2
38,2058,Directed,2
619,2065,Directed,2
619,2066,Directed,2
619,2067,Directed,2
619,2068,Directed,2
38,2072,Directed,2
619,2074,Directed,2
619,2075,Directed,2
619,2076,Directed,2
38,2085,Directed,2
38,2086,Directed,2
130,2120,Directed,2
130,2121,Directed,2
130,2122,Directed,2
619,2124,Directed,2
619,2125,Directed,2
38,2126,Directed,2
38,2128,Directed,2
38,2159,Directed,2
38,2160,Directed,2
38,2162,Directed,2
38,2174,Directed,3
619,2186,Directed,2
619,2187,Directed,2
619,2222,Directed,2
619,2223,Directed,2
38,2226,Directed,2
130,1692,Directed,2
619,2242,Directed,2
38,2248,Directed,2
38,2249,Directed,2
38,2252,Directed,2
38,2253,Directed,2
38,2254,Directed,2
38,2255,Directed,3
38,2002,Directed,4
38,2292,Directed,2
38,2293,Directed,2
38,2306,Directed,2
38,2307,Directed,2
38,2339,Directed,2
38,2348,Directed,2
38,2245,Directed,2
619,2354,Directed,2
619,2355,Directed,2
619,2002,Directed,2
619,2367,Directed,2
619,2379,Directed,2
619,2380,Directed,2
619,2381,Directed,2
130,2404,Directed,2
38,2407,Directed,2
38,2408,Directed,2
619,2419,Directed,2
130,1418,Directed,2
130,2447,Directed,2
38,2453,Directed,2
38,2462,Directed,2
38,1759,Directed,2
38,2521,Directed,2
130,2071,Directed,2
130,2538,Directed,2
130,1473,Directed,4
38,2560,Directed,2
38,2562,Directed,2
38,2563,Directed,2
38,2564,Directed,2
38,2616,Directed,2
38,2617,Directed,2
38,2618,Directed,2
38,2619,Directed,2
38,2620,Directed,2
619,2636,Directed,2
619,2646,Directed,2
130,2647,Directed,2
38,2648,Directed,2
38,2649,Directed,2
130,2716,Directed,2
619,2724,Directed,2
619,2725,Directed,2
619,2726,Directed,2
38,2730,Directed,2
38,2731,Directed,2
619,2736,Directed,2
619,2737,Directed,2
619,2738,Directed,2
619,2739,Directed,2
619,2740,Directed,2
38,2742,Directed,2
38,2784,Directed,2
38,2785,Directed,2
619,2798,Directed,2
619,2799,Directed,2
38,2813,Directed,3
38,2814,Directed,3
130,2817,Directed,2
130,2818,Directed,2
130,2819,Directed,2
38,2820,Directed,2
38,2821,Directed,2
38,2848,Directed,2
38,2849,Directed,2
619,2889,Directed,2
619,2890,Directed,2
619,2892,Directed,2
