Source,Target,Type,Weight
49,1079,Directed,2
49,1081,Directed,2
49,1082,Directed,2
49,1053,Directed,16
49,1083,Directed,2
49,1084,Directed,2
49,1085,Directed,2
49,1086,Directed,2
49,1157,Directed,2
49,1158,Directed,2
264,1219,Directed,5
264,1220,Directed,5
49,1250,Directed,2
49,1251,Directed,2
264,1306,Directed,2
264,1307,Directed,2
490,1349,Directed,2
490,1350,Directed,2
490,1351,Directed,2
490,1352,Directed,3
490,1353,Directed,2
490,1354,Directed,2
490,1430,Directed,2
490,1279,Directed,2
264,1475,Directed,2
264,1476,Directed,2
264,1477,Directed,2
264,1478,Directed,2
264,1479,Directed,2
264,1480,Directed,2
264,1547,Directed,2
264,1548,Directed,2
490,1550,Directed,2
490,1224,Directed,4
490,1225,Directed,2
264,1279,Directed,2
49,1727,Directed,2
49,1506,Directed,3
49,1728,Directed,3
49,1246,Directed,2
49,1452,Directed,2
49,1731,Directed,2
49,1732,Directed,2
49,1734,Directed,2
490,1784,Directed,2
490,1785,Directed,2
490,1786,Directed,2
490,1816,Directed,2
264,1373,Directed,2
49,1094,Directed,3
49,1996,Directed,2
49,1997,Directed,2
49,1998,Directed,2
49,2000,Directed,2
49,2001,Directed,2
49,2002,Directed,2
49,1104,Directed,3
49,1185,Directed,3
49,2009,Directed,3
49,2010,Directed,2
49,2011,Directed,2
49,2012,Directed,2
49,2013,Directed,2
49,2024,Directed,2
490,2050,Directed,2
490,2051,Directed,2
264,1094,Directed,2
264,2086,Directed,2
490,2114,Directed,2
490,1069,Directed,2
490,1491,Directed,2
49,2236,Directed,2
264,2264,Directed,2
490,2304,Directed,3
49,2344,Directed,2
49,1210,Directed,2
49,2426,Directed,2
49,2427,Directed,2
49,2428,Directed,2
490,2468,Directed,2
490,2469,Directed,2
490,2470,Directed,2
490,2514,Directed,2
264,2543,Directed,2
264,1209,Directed,2
490,2544,Directed,2
49,2686,Directed,2
49,2687,Directed,2
264,2354,Directed,2
264,1557,Directed,2
490,2753,Directed,2
490,2754,Directed,2
490,2755,Directed,2
49,2385,Directed,2
49,1054,Directed,2
49,2792,Directed,2
49,2386,Directed,2
490,2800,Directed,2
490,2801,Directed,2
264,2804,Directed,2
264,2819,Directed,3
264,2820,Directed,3
264,2821,Directed,3
264,2339,Directed,3
264,1092,Directed,2
264,2867,Directed,2
264,2944,Directed,2
49,2956,Directed,2
49,2957,Directed,2
49,2958,Directed,2
49,3007,Directed,2
49,3008,Directed,2
49,3009,Directed,2
49,1524,Directed,2
