Source,Target,Type,Weight
25,235,Directed,3
25,236,Directed,4
25,237,Directed,3
25,239,Directed,3
25,240,Directed,3
25,241,Directed,4
25,227,Directed,2
37,248,Directed,3
37,249,Directed,6
38,248,Directed,2
38,249,Directed,3
38,252,Directed,2
38,223,Directed,14
38,262,Directed,2
38,263,Directed,2
38,264,Directed,2
38,265,Directed,2
38,298,Directed,2
38,299,Directed,2
38,300,Directed,2
115,317,Directed,2
115,318,Directed,2
38,362,Directed,2
38,363,Directed,2
38,364,Directed,2
38,379,Directed,3
38,283,Directed,2
38,380,Directed,13
277,461,Directed,2
277,462,Directed,2
297,481,Directed,2
297,482,Directed,2
297,239,Directed,2
38,489,Directed,2
38,510,Directed,2
38,511,Directed,2
38,512,Directed,2
330,516,Directed,2
330,443,Directed,2
331,516,Directed,2
331,443,Directed,2
38,522,Directed,2
38,593,Directed,2
38,594,Directed,2
38,595,Directed,2
38,596,Directed,2
38,597,Directed,2
38,603,Directed,3
38,604,Directed,3
38,605,Directed,3
331,610,Directed,2
331,611,Directed,2
330,610,Directed,2
330,611,Directed,2
38,621,Directed,2
38,622,Directed,2
38,623,Directed,2
38,624,Directed,2
38,676,Directed,2
38,677,Directed,2
38,678,Directed,2
38,679,Directed,2
38,680,Directed,2
38,681,Directed,3
38,682,Directed,3
38,683,Directed,3
25,696,Directed,2
25,697,Directed,2
25,698,Directed,2
25,699,Directed,2
25,223,Directed,11
25,380,Directed,3
25,700,Directed,2
25,701,Directed,2
38,700,Directed,2
38,701,Directed,2
25,760,Directed,2
25,761,Directed,2
25,762,Directed,2
25,763,Directed,2
25,815,Directed,2
25,817,Directed,2
38,864,Directed,2
722,245,Directed,2
297,245,Directed,2
38,718,Directed,3
38,887,Directed,2
38,928,Directed,2
38,254,Directed,2
38,410,Directed,2
331,963,Directed,2
38,970,Directed,3
38,984,Directed,2
25,986,Directed,2
25,987,Directed,2
37,997,Directed,3
37,998,Directed,3
37,800,Directed,3
38,1059,Directed,2
38,1060,Directed,2
38,1067,Directed,2
38,1068,Directed,2
115,1075,Directed,2
115,1076,Directed,2
115,1078,Directed,2
331,1075,Directed,2
331,1076,Directed,2
331,1078,Directed,2
297,223,Directed,3
25,1133,Directed,2
25,1134,Directed,3
25,1135,Directed,2
25,1136,Directed,2
25,1137,Directed,2
330,223,Directed,3
330,845,Directed,4
722,1155,Directed,2
38,1163,Directed,2
38,661,Directed,2
38,1164,Directed,2
38,1165,Directed,2
38,1166,Directed,2
1073,1194,Directed,2
1073,1196,Directed,2
1073,1197,Directed,2
1073,1198,Directed,2
1073,774,Directed,2
1073,1213,Directed,2
1073,1214,Directed,2
1073,841,Directed,2
1073,1215,Directed,2
38,1222,Directed,3
38,588,Directed,2
38,1250,Directed,2
38,573,Directed,2
38,1251,Directed,2
38,1252,Directed,2
38,1257,Directed,2
38,1258,Directed,2
38,239,Directed,3
38,1259,Directed,2
37,1257,Directed,2
37,1258,Directed,2
37,239,Directed,2
37,1259,Directed,2
38,257,Directed,2
38,1268,Directed,2
38,1269,Directed,2
25,1301,Directed,2
38,1324,Directed,3
38,1325,Directed,2
38,1326,Directed,2
38,1327,Directed,2
38,1337,Directed,2
722,1337,Directed,2
25,897,Directed,2
25,1178,Directed,2
25,1339,Directed,2
38,893,Directed,2
38,800,Directed,2
38,587,Directed,2
38,1377,Directed,2
38,1378,Directed,2
25,1380,Directed,2
722,1413,Directed,2
722,223,Directed,2
722,1414,Directed,2
722,1415,Directed,2
722,1416,Directed,2
722,1417,Directed,2
25,1418,Directed,2
25,1419,Directed,2
25,833,Directed,2
25,1420,Directed,2
330,1427,Directed,2
330,1428,Directed,2
330,1429,Directed,2
330,1430,Directed,2
330,573,Directed,2
330,1431,Directed,2
277,1444,Directed,3
277,332,Directed,3
330,1453,Directed,2
38,1472,Directed,2
38,736,Directed,2
25,1479,Directed,2
25,1480,Directed,2
25,1481,Directed,2
25,1482,Directed,2
115,1485,Directed,2
115,1486,Directed,2
38,1503,Directed,2
38,255,Directed,3
277,658,Directed,2
277,1518,Directed,2
277,223,Directed,2
1073,1542,Directed,2
1073,1543,Directed,2
1073,1544,Directed,2
25,1549,Directed,2
25,1550,Directed,2
25,1551,Directed,2
25,1552,Directed,3
25,1553,Directed,2
25,1554,Directed,2
25,1555,Directed,2
1073,223,Directed,7
1073,1556,Directed,2
1073,1557,Directed,2
1073,1558,Directed,2
1073,1559,Directed,2
1073,1560,Directed,2
38,1626,Directed,2
38,1627,Directed,2
37,1628,Directed,3
37,1629,Directed,3
37,1630,Directed,3
37,1631,Directed,3
37,1632,Directed,3
37,833,Directed,3
25,1633,Directed,2
25,1634,Directed,2
38,1643,Directed,2
38,1644,Directed,2
38,1646,Directed,2
38,1647,Directed,2
38,1648,Directed,2
38,1660,Directed,2
38,1661,Directed,3
38,1662,Directed,2
38,1663,Directed,2
38,1687,Directed,3
38,1688,Directed,3
38,1690,Directed,2
38,1691,Directed,2
38,227,Directed,2
297,1138,Directed,2
297,1741,Directed,2
297,1742,Directed,2
297,1743,Directed,2
297,1744,Directed,2
25,1765,Directed,2
25,1766,Directed,2
25,1767,Directed,2
