Source,Target,Type,Weight
4,719,Directed,3
25,735,Directed,2
100,779,Directed,2
25,766,Directed,23
25,784,Directed,2
25,785,Directed,2
45,804,Directed,2
45,805,Directed,2
45,806,Directed,2
4,812,Directed,2
100,828,Directed,3
25,858,Directed,2
25,859,Directed,2
25,860,Directed,2
25,861,Directed,2
100,867,Directed,2
100,868,Directed,2
94,870,Directed,2
95,880,Directed,2
95,881,Directed,2
95,882,Directed,2
100,787,Directed,2
100,885,Directed,2
305,900,Directed,2
25,909,Directed,2
95,914,Directed,2
95,915,Directed,2
95,916,Directed,2
100,926,Directed,2
99,936,Directed,4
99,938,Directed,2
94,936,Directed,2
94,938,Directed,2
193,766,Directed,3
95,967,Directed,2
25,974,Directed,4
95,985,Directed,2
95,986,Directed,2
95,987,Directed,2
95,988,Directed,2
95,989,Directed,2
45,995,Directed,4
94,995,Directed,2
45,1008,Directed,3
45,1009,Directed,2
45,1010,Directed,3
45,1011,Directed,2
25,1008,Directed,3
25,1009,Directed,2
25,1010,Directed,3
25,1011,Directed,2
94,1008,Directed,3
94,1009,Directed,2
94,1010,Directed,3
94,1011,Directed,2
25,1015,Directed,2
25,1016,Directed,2
25,1017,Directed,2
25,1018,Directed,2
280,1024,Directed,2
25,1030,Directed,2
99,1038,Directed,2
305,1041,Directed,2
305,787,Directed,3
4,1088,Directed,2
45,1093,Directed,2
280,1097,Directed,2
193,1123,Directed,2
193,1124,Directed,2
94,1132,Directed,2
94,1133,Directed,2
94,1134,Directed,2
94,1135,Directed,2
94,1136,Directed,2
94,1137,Directed,2
94,1138,Directed,2
94,1139,Directed,2
94,1140,Directed,2
94,1141,Directed,2
94,1142,Directed,2
94,1143,Directed,2
25,1156,Directed,2
25,1157,Directed,2
25,1158,Directed,2
25,1172,Directed,2
280,1175,Directed,2
280,1176,Directed,2
99,1177,Directed,2
45,1190,Directed,2
193,1244,Directed,2
4,1258,Directed,2
99,1266,Directed,2
193,1269,Directed,2
4,1274,Directed,2
4,1275,Directed,2
305,1278,Directed,3
305,1279,Directed,3
4,1295,Directed,2
4,1296,Directed,2
4,1209,Directed,2
4,1297,Directed,2
4,1298,Directed,2
99,1302,Directed,2
4,1315,Directed,2
4,1316,Directed,2
25,1317,Directed,2
25,1318,Directed,2
25,1319,Directed,2
25,1320,Directed,2
25,1321,Directed,2
25,1322,Directed,2
99,1375,Directed,2
99,1376,Directed,2
193,1380,Directed,2
4,1380,Directed,2
193,1343,Directed,2
193,1388,Directed,3
193,1389,Directed,2
193,1390,Directed,2
100,1343,Directed,2
100,1388,Directed,3
100,1389,Directed,2
100,1390,Directed,2
100,766,Directed,2
25,1343,Directed,2
25,1388,Directed,3
25,1389,Directed,2
25,1390,Directed,2
25,1394,Directed,2
25,1395,Directed,2
25,1416,Directed,2
94,1417,Directed,2
94,1418,Directed,2
94,1419,Directed,2
25,1423,Directed,4
25,1424,Directed,2
25,1425,Directed,2
25,1426,Directed,2
305,1427,Directed,2
305,1429,Directed,2
280,1153,Directed,2
280,787,Directed,2
280,1091,Directed,2
25,787,Directed,5
25,1435,Directed,2
25,1272,Directed,2
25,1436,Directed,2
305,1437,Directed,2
25,1026,Directed,2
25,1441,Directed,2
25,935,Directed,2
25,831,Directed,3
25,1454,Directed,2
99,831,Directed,2
99,1454,Directed,2
95,1455,Directed,2
95,1456,Directed,2
305,1464,Directed,2
193,1464,Directed,2
4,1467,Directed,2
4,1468,Directed,2
25,1479,Directed,2
99,1486,Directed,2
