Source,Target,Type,Weight
99,1487,Directed,2
280,1486,Directed,2
280,1487,Directed,2
99,1492,Directed,2
99,1493,Directed,2
99,1494,Directed,2
280,813,Directed,2
280,1500,Directed,2
280,1501,Directed,2
280,1502,Directed,2
280,1503,Directed,2
280,1504,Directed,2
45,1503,Directed,2
45,1504,Directed,2
95,1514,Directed,2
305,936,Directed,2
305,1524,Directed,2
305,1091,Directed,3
305,1525,Directed,2
25,1528,Directed,3
305,1529,Directed,3
305,1530,Directed,3
100,1533,Directed,2
305,766,Directed,3
25,1091,Directed,3
4,1541,Directed,2
4,1542,Directed,2
4,1543,Directed,2
4,1544,Directed,2
193,1547,Directed,2
45,1547,Directed,2
99,1552,Directed,2
99,1209,Directed,2
305,831,Directed,3
305,1555,Directed,2
25,1555,Directed,2
95,1556,Directed,2
95,1557,Directed,2
193,1569,Directed,3
25,1233,Directed,2
25,1570,Directed,2
45,1575,Directed,2
45,1576,Directed,2
45,1577,Directed,2
305,1583,Directed,3
305,1584,Directed,3
193,1590,Directed,2
193,1596,Directed,2
193,1597,Directed,2
94,1623,Directed,2
25,1623,Directed,2
95,1628,Directed,2
193,1635,Directed,2
305,1646,Directed,2
45,1669,Directed,2
45,1670,Directed,2
100,1692,Directed,2
100,1693,Directed,2
100,1694,Directed,2
100,1695,Directed,2
100,1696,Directed,2
100,1697,Directed,2
100,1698,Directed,2
305,1701,Directed,2
305,1702,Directed,2
305,1703,Directed,2
4,1716,Directed,2
4,1717,Directed,2
4,1685,Directed,3
95,1737,Directed,2
95,1738,Directed,2
95,1739,Directed,2
99,1737,Directed,2
99,1738,Directed,2
99,1739,Directed,2
25,1737,Directed,2
25,1738,Directed,2
25,1739,Directed,2
25,1740,Directed,3
280,1741,Directed,5
280,1742,Directed,2
280,1743,Directed,2
4,1746,Directed,2
95,1250,Directed,2
95,1762,Directed,2
4,1153,Directed,2
4,787,Directed,2
45,766,Directed,2
305,1774,Directed,2
95,1778,Directed,2
95,1783,Directed,2
100,1820,Directed,2
25,1848,Directed,2
25,1849,Directed,2
25,1850,Directed,2
25,1851,Directed,2
94,1866,Directed,2
