Source,Target,Type,Weight
137,1434,Directed,3
137,1435,Directed,2
137,1436,Directed,2
14,1355,Directed,2
14,1446,Directed,2
14,1447,Directed,2
180,1468,Directed,3
180,1469,Directed,3
180,1470,Directed,3
808,503,Directed,2
38,503,Directed,2
137,503,Directed,2
30,1480,Directed,2
30,1481,Directed,2
30,1482,Directed,2
30,1483,Directed,2
30,1503,Directed,2
30,1512,Directed,2
30,1513,Directed,2
30,1514,Directed,2
30,1197,Directed,2
138,1512,Directed,2
138,1513,Directed,2
138,1514,Directed,2
138,1197,Directed,2
14,1515,Directed,2
14,1516,Directed,2
14,1475,Directed,2
14,1517,Directed,2
808,1533,Directed,2
808,1534,Directed,3
808,1217,Directed,2
30,1536,Directed,2
41,1537,Directed,2
41,1538,Directed,2
41,1539,Directed,2
30,1540,Directed,2
30,1541,Directed,2
41,1544,Directed,2
41,498,Directed,3
30,1560,Directed,2
40,1567,Directed,2
40,1568,Directed,2
40,1569,Directed,2
40,1570,Directed,2
40,1573,Directed,2
41,1577,Directed,2
41,1578,Directed,2
41,1579,Directed,2
41,590,Directed,2
41,1580,Directed,2
138,1587,Directed,4
138,1588,Directed,4
138,1589,Directed,4
138,1590,Directed,4
180,1597,Directed,2
30,1601,Directed,2
14,584,Directed,6
40,664,Directed,2
40,584,Directed,2
14,1615,Directed,2
30,1623,Directed,2
30,1624,Directed,2
30,1625,Directed,2
30,1626,Directed,2
30,1627,Directed,2
14,589,Directed,2
30,1650,Directed,2
30,1651,Directed,2
30,1652,Directed,2
138,1658,Directed,2
38,1665,Directed,3
14,1672,Directed,2
14,1673,Directed,2
14,715,Directed,2
14,1674,Directed,2
41,492,Directed,2
41,1672,Directed,2
41,1673,Directed,2
41,715,Directed,2
41,1674,Directed,2
138,1695,Directed,2
138,1696,Directed,2
41,1699,Directed,2
41,839,Directed,2
30,1705,Directed,2
14,617,Directed,3
14,1372,Directed,3
14,1717,Directed,2
14,1739,Directed,2
30,1771,Directed,2
30,1772,Directed,2
30,1773,Directed,2
30,1776,Directed,2
30,1777,Directed,2
30,1778,Directed,2
180,492,Directed,2
14,956,Directed,2
14,1780,Directed,2
14,1781,Directed,2
41,1784,Directed,2
30,1545,Directed,2
41,709,Directed,2
14,1197,Directed,3
14,1798,Directed,3
14,1802,Directed,2
14,1803,Directed,2
14,1804,Directed,2
180,1839,Directed,2
180,1840,Directed,2
180,1841,Directed,2
180,1842,Directed,2
180,1843,Directed,2
30,1848,Directed,2
30,863,Directed,2
14,1849,Directed,2
30,1863,Directed,2
30,1864,Directed,2
14,1870,Directed,2
14,1558,Directed,2
14,1871,Directed,2
14,1887,Directed,4
14,1738,Directed,4
255,1889,Directed,2
14,1895,Directed,2
14,1896,Directed,2
14,1902,Directed,3
14,1903,Directed,3
