Source,Target,Type,Weight
0,603,Directed,4
7,606,Directed,3
7,607,Directed,2
13,608,Directed,2
13,609,Directed,2
13,610,Directed,2
21,613,Directed,2
21,614,Directed,2
21,615,Directed,2
0,616,Directed,2
0,635,Directed,2
0,636,Directed,2
58,635,Directed,2
58,636,Directed,2
58,643,Directed,2
58,644,Directed,2
21,643,Directed,3
21,644,Directed,3
13,651,Directed,2
58,656,Directed,2
58,657,Directed,2
13,656,Directed,3
13,657,Directed,2
21,658,Directed,2
21,659,Directed,2
21,660,Directed,2
0,658,Directed,2
0,659,Directed,2
0,660,Directed,2
104,667,Directed,2
104,668,Directed,2
0,673,Directed,2
0,674,Directed,3
21,718,Directed,3
7,732,Directed,2
7,733,Directed,2
7,734,Directed,2
7,735,Directed,2
58,745,Directed,2
58,623,Directed,2
21,752,Directed,3
21,753,Directed,2
21,754,Directed,2
58,758,Directed,2
58,759,Directed,2
58,760,Directed,2
58,761,Directed,2
185,765,Directed,2
185,766,Directed,2
21,777,Directed,2
21,778,Directed,2
21,779,Directed,2
21,674,Directed,2
21,780,Directed,2
58,781,Directed,2
58,782,Directed,2
58,792,Directed,2
13,793,Directed,2
13,794,Directed,2
104,797,Directed,2
13,804,Directed,2
58,815,Directed,2
58,816,Directed,2
0,820,Directed,2
0,821,Directed,2
58,823,Directed,2
189,824,Directed,2
0,835,Directed,2
0,836,Directed,2
13,838,Directed,2
13,839,Directed,2
13,840,Directed,2
13,841,Directed,2
13,842,Directed,2
0,843,Directed,2
21,862,Directed,2
21,865,Directed,2
0,872,Directed,2
7,872,Directed,2
245,906,Directed,3
185,906,Directed,7
7,907,Directed,2
7,908,Directed,2
185,912,Directed,2
0,859,Directed,3
0,913,Directed,3
21,917,Directed,2
21,918,Directed,2
21,919,Directed,2
7,917,Directed,2
7,918,Directed,2
7,919,Directed,2
185,920,Directed,8
185,921,Directed,2
13,926,Directed,2
185,928,Directed,2
185,929,Directed,2
0,944,Directed,2
0,945,Directed,2
21,954,Directed,2
0,968,Directed,2
0,969,Directed,2
0,970,Directed,2
0,987,Directed,2
0,988,Directed,2
0,989,Directed,2
0,990,Directed,2
245,1000,Directed,2
185,1000,Directed,2
0,1007,Directed,2
0,1008,Directed,2
0,1009,Directed,2
0,1010,Directed,2
245,1007,Directed,2
245,1008,Directed,2
245,1009,Directed,2
245,1010,Directed,2
58,674,Directed,2
58,1011,Directed,2
21,1016,Directed,2
0,662,Directed,3
0,1029,Directed,2
185,1030,Directed,2
185,1004,Directed,2
185,1031,Directed,2
185,1032,Directed,2
0,1038,Directed,2
0,1039,Directed,2
13,1038,Directed,2
13,1039,Directed,2
0,1068,Directed,2
0,1069,Directed,2
0,1070,Directed,3
0,1071,Directed,2
58,1072,Directed,2
58,1073,Directed,2
58,1074,Directed,2
311,1072,Directed,2
311,1073,Directed,3
311,1074,Directed,2
0,1075,Directed,2
0,1076,Directed,2
0,1077,Directed,2
21,1088,Directed,2
21,1089,Directed,2
21,1090,Directed,2
58,1095,Directed,2
58,1096,Directed,2
58,1098,Directed,2
58,1099,Directed,2
0,1106,Directed,2
21,1116,Directed,2
21,1117,Directed,2
0,1126,Directed,2
0,1127,Directed,2
0,1128,Directed,2
0,1129,Directed,2
0,1133,Directed,2
0,1134,Directed,2
0,1135,Directed,2
189,1142,Directed,2
189,1143,Directed,2
58,1142,Directed,2
58,1143,Directed,2
13,1144,Directed,2
189,1144,Directed,2
21,1144,Directed,2
21,1145,Directed,2
185,745,Directed,2
185,1148,Directed,2
185,1149,Directed,2
