Source,Target,Type,Weight
1,465,Directed,2
2,465,Directed,2
73,521,Directed,2
73,522,Directed,2
73,523,Directed,2
87,532,Directed,2
87,533,Directed,2
87,535,Directed,4
2,536,Directed,2
2,537,Directed,2
1,539,Directed,2
1,540,Directed,2
1,541,Directed,2
148,587,Directed,3
148,588,Directed,3
148,589,Directed,3
148,590,Directed,3
148,591,Directed,3
1,621,Directed,2
1,622,Directed,3
2,626,Directed,2
2,627,Directed,2
2,628,Directed,2
205,634,Directed,2
245,663,Directed,2
245,478,Directed,2
245,664,Directed,2
1,570,Directed,2
1,674,Directed,2
1,675,Directed,2
1,676,Directed,2
87,689,Directed,2
87,690,Directed,2
87,691,Directed,2
73,708,Directed,2
73,709,Directed,2
73,710,Directed,2
2,721,Directed,2
2,722,Directed,2
2,723,Directed,2
2,516,Directed,2
2,725,Directed,2
148,780,Directed,2
73,784,Directed,2
73,650,Directed,2
245,791,Directed,2
245,792,Directed,2
73,802,Directed,2
73,803,Directed,2
73,804,Directed,2
1,817,Directed,2
1,818,Directed,2
1,820,Directed,2
1,821,Directed,2
2,817,Directed,2
2,818,Directed,2
2,820,Directed,2
2,821,Directed,2
148,877,Directed,2
148,878,Directed,2
148,879,Directed,2
148,880,Directed,2
148,881,Directed,2
524,903,Directed,3
2,570,Directed,2
2,909,Directed,2
73,570,Directed,2
73,909,Directed,2
2,937,Directed,2
2,938,Directed,2
2,939,Directed,2
2,940,Directed,2
87,948,Directed,2
87,949,Directed,2
87,950,Directed,2
87,951,Directed,2
87,952,Directed,3
87,723,Directed,2
87,964,Directed,2
87,965,Directed,2
87,966,Directed,2
87,967,Directed,2
87,968,Directed,2
1,723,Directed,2
1,964,Directed,2
1,965,Directed,2
1,966,Directed,2
1,967,Directed,2
1,968,Directed,2
2,985,Directed,2
2,986,Directed,2
2,987,Directed,2
2,988,Directed,2
2,989,Directed,2
2,478,Directed,3
2,1056,Directed,2
524,1060,Directed,4
524,1061,Directed,4
524,1062,Directed,4
524,1063,Directed,4
524,1064,Directed,4
1,1072,Directed,2
1,1073,Directed,2
524,1114,Directed,2
524,1115,Directed,2
524,547,Directed,2
524,1116,Directed,2
875,628,Directed,4
875,1190,Directed,2
875,1192,Directed,2
875,1193,Directed,2
875,1194,Directed,2
148,723,Directed,2
148,1209,Directed,2
1,1219,Directed,2
1,634,Directed,2
1,1220,Directed,2
1,1221,Directed,2
795,478,Directed,2
73,478,Directed,2
87,1227,Directed,2
795,1248,Directed,2
73,1262,Directed,2
73,466,Directed,2
73,1263,Directed,2
245,1321,Directed,2
205,1365,Directed,2
205,1366,Directed,2
205,875,Directed,2
2,466,Directed,2
2,1427,Directed,2
2,1428,Directed,2
2,1429,Directed,2
2,952,Directed,2
2,1430,Directed,2
2,1431,Directed,2
795,1444,Directed,2
795,1445,Directed,2
795,1446,Directed,2
795,1447,Directed,2
795,1448,Directed,2
795,1449,Directed,2
245,1467,Directed,2
245,1468,Directed,2
1,1551,Directed,2
73,1552,Directed,2
73,1072,Directed,2
87,1053,Directed,3
1,744,Directed,2
1,1560,Directed,3
1,1561,Directed,2
1,1562,Directed,2
1,478,Directed,2
1,1202,Directed,2
2,744,Directed,2
2,1560,Directed,3
2,1561,Directed,2
2,1562,Directed,2
2,1202,Directed,2
524,607,Directed,3
524,1586,Directed,3
524,1005,Directed,3
524,1587,Directed,3
524,1588,Directed,3
2,1624,Directed,2
2,1566,Directed,2
2,658,Directed,2
2,1149,Directed,2
2,637,Directed,2
1,1651,Directed,2
1,1652,Directed,2
1,1668,Directed,2
1,1669,Directed,2
875,1699,Directed,2
875,516,Directed,2
875,1700,Directed,2
1,1708,Directed,2
1,1709,Directed,2
1,1710,Directed,2
1,1711,Directed,2
1,1712,Directed,2
1,1713,Directed,2
1,466,Directed,4
875,1549,Directed,3
875,1716,Directed,3
1,1727,Directed,2
1,1728,Directed,2
1,1729,Directed,2
1,1005,Directed,3
524,1730,Directed,3
875,1737,Directed,2
875,1738,Directed,2
1,1756,Directed,4
1,1758,Directed,4
1,1759,Directed,4
1,535,Directed,4
1,1760,Directed,4
795,1798,Directed,2
795,1799,Directed,2
795,1800,Directed,2
795,1801,Directed,2
795,1802,Directed,2
205,1808,Directed,2
205,1809,Directed,2
205,1810,Directed,2
205,1840,Directed,2
1,1841,Directed,2
245,1858,Directed,2
245,1859,Directed,2
245,1860,Directed,2
245,1861,Directed,2
245,1862,Directed,2
795,1883,Directed,2
2,1883,Directed,2
875,1886,Directed,2
875,1887,Directed,2
73,1888,Directed,2
73,1889,Directed,2
1,1834,Directed,3
1,1920,Directed,2
1,1921,Directed,2
1,639,Directed,2
1,1922,Directed,2
1,665,Directed,2
73,1945,Directed,2
1,2016,Directed,2
1,863,Directed,3
1,831,Directed,2
1,2033,Directed,2
1,2034,Directed,3
1,2035,Directed,2
205,2043,Directed,2
148,1053,Directed,2
87,2058,Directed,2
87,2059,Directed,2
795,2089,Directed,2
795,2090,Directed,2
795,2109,Directed,2
2,2109,Directed,2
73,2109,Directed,2
875,2197,Directed,2
875,1430,Directed,2
875,2198,Directed,2
148,2255,Directed,2
148,466,Directed,2
205,2256,Directed,2
205,2257,Directed,2
795,2256,Directed,2
795,2257,Directed,2
73,2289,Directed,2
73,2290,Directed,2
2,2295,Directed,2
2,2296,Directed,2
2,2297,Directed,2
2,2298,Directed,2
2,2299,Directed,2
2,2301,Directed,2
2,2346,Directed,2
2,625,Directed,2
205,644,Directed,2
205,2369,Directed,2
205,2370,Directed,2
245,968,Directed,2
2,968,Directed,2
1,2443,Directed,2
1,2444,Directed,2
1,1836,Directed,2
2,2503,Directed,2
