Source,Target,Type,Weight
0,1005,Directed,2
0,1006,Directed,2
21,1014,Directed,2
21,1015,Directed,2
33,1020,Directed,3
33,1021,Directed,2
0,1031,Directed,2
0,1032,Directed,2
29,1041,Directed,2
29,1042,Directed,2
132,1050,Directed,2
250,1083,Directed,2
29,1084,Directed,2
132,1086,Directed,2
132,1087,Directed,2
132,1088,Directed,2
132,1089,Directed,2
0,1100,Directed,3
182,1110,Directed,2
250,1017,Directed,3
250,1111,Directed,3
29,1119,Directed,2
21,1140,Directed,2
113,1153,Directed,2
113,1154,Directed,2
113,1156,Directed,2
0,1160,Directed,2
3,1175,Directed,2
21,1187,Directed,2
21,1188,Directed,2
132,1190,Directed,2
132,1191,Directed,2
0,1226,Directed,2
0,1227,Directed,2
0,1228,Directed,2
0,1229,Directed,2
0,1230,Directed,2
21,1231,Directed,2
21,1232,Directed,2
0,1234,Directed,2
132,1247,Directed,2
132,1248,Directed,2
132,1249,Directed,2
3,1254,Directed,2
132,1254,Directed,2
29,1255,Directed,2
0,1256,Directed,2
33,1256,Directed,2
21,1030,Directed,7
33,1266,Directed,2
3,1266,Directed,2
29,1270,Directed,3
250,1279,Directed,2
29,1293,Directed,2
29,1294,Directed,2
182,1295,Directed,2
182,1296,Directed,2
250,1308,Directed,2
250,1154,Directed,2
293,1313,Directed,2
113,1315,Directed,2
113,1318,Directed,2
113,1319,Directed,2
132,1333,Directed,2
132,1334,Directed,2
132,1335,Directed,2
132,1336,Directed,2
250,1339,Directed,2
3,1341,Directed,2
3,1342,Directed,2
132,1343,Directed,2
132,1017,Directed,2
132,1344,Directed,2
132,1345,Directed,2
250,1347,Directed,2
113,1356,Directed,2
113,1357,Directed,2
113,1364,Directed,2
113,1365,Directed,2
113,1371,Directed,2
113,1372,Directed,2
0,1382,Directed,2
0,1383,Directed,2
33,1382,Directed,2
33,1383,Directed,2
21,1387,Directed,2
21,1388,Directed,2
21,1389,Directed,2
132,1395,Directed,2
113,1448,Directed,2
113,1449,Directed,2
113,1465,Directed,2
113,1466,Directed,2
21,1476,Directed,2
21,1477,Directed,2
29,1483,Directed,2
250,1485,Directed,2
250,1496,Directed,2
250,1497,Directed,2
250,1498,Directed,2
250,1499,Directed,2
250,1500,Directed,2
33,1515,Directed,2
29,1521,Directed,2
33,1527,Directed,2
250,1551,Directed,2
250,1552,Directed,2
29,1562,Directed,2
132,1563,Directed,2
132,1564,Directed,2
29,1567,Directed,2
21,1571,Directed,2
3,1572,Directed,2
293,1578,Directed,2
29,1604,Directed,2
29,1608,Directed,2
132,1616,Directed,2
250,1617,Directed,2
250,1618,Directed,2
29,1619,Directed,2
3,1626,Directed,2
29,1626,Directed,2
29,1627,Directed,2
293,1634,Directed,2
293,1635,Directed,2
293,1636,Directed,2
0,1642,Directed,2
113,1670,Directed,2
21,1070,Directed,2
21,1675,Directed,2
21,1676,Directed,2
21,1678,Directed,5
21,1679,Directed,3
21,1680,Directed,3
293,1678,Directed,3
293,1679,Directed,2
293,1680,Directed,2
21,1681,Directed,2
293,1681,Directed,2
21,1689,Directed,2
250,1692,Directed,2
250,1693,Directed,2
21,1701,Directed,3
21,1105,Directed,2
29,1702,Directed,3
132,1728,Directed,2
113,1732,Directed,2
113,1733,Directed,2
113,1734,Directed,2
293,1736,Directed,2
293,1306,Directed,2
293,1070,Directed,2
293,1737,Directed,2
293,1738,Directed,2
293,1739,Directed,2
21,1774,Directed,2
21,1775,Directed,2
21,1776,Directed,2
293,1774,Directed,2
293,1775,Directed,2
293,1776,Directed,2
29,1782,Directed,2
29,1271,Directed,2
29,1783,Directed,2
29,1784,Directed,2
29,1785,Directed,2
29,1791,Directed,2
29,1792,Directed,2
132,1803,Directed,2
132,1804,Directed,2
113,1805,Directed,2
