edge_id,from_id,to_id,nums
1549,240,455,2
1550,240,456,3
1551,240,457,2
1552,636,458,2
1553,638,25,2
1554,638,460,2
1555,638,461,2
1556,638,462,2
1557,646,466,2
1558,646,467,2
1559,647,466,2
1560,647,467,2
1561,648,466,2
1562,648,467,2
1563,649,466,2
1564,649,467,2
1565,651,466,2
1566,651,467,2
1567,131,468,2
1568,656,469,2
1569,656,470,2
1570,659,471,2
1571,659,472,2
1572,659,473,2
1573,684,491,2
1574,684,492,2
1575,684,493,2
1576,684,494,2
1577,699,508,2
1578,699,509,2
1579,699,510,2
1580,699,511,2
1581,715,518,2
1582,715,519,2
1583,715,520,2
1584,715,521,2
1585,716,522,2
1586,716,523,2
1587,721,524,2
1588,721,525,2
1589,721,526,2
1590,721,527,2
1591,729,530,2
1592,730,530,2
1593,744,540,2
1594,750,543,2
1595,750,544,2
1596,750,545,2
1597,750,546,2
1598,750,547,2
1599,750,84,2
1600,753,543,2
1601,753,544,2
1602,753,545,2
1603,753,546,2
1604,753,547,2
1605,753,84,2
1606,757,550,2
1607,757,551,2
1608,762,552,2
1609,763,552,2
1610,766,430,2
1611,766,553,2
1612,776,562,3
1613,780,564,2
1614,780,565,2
1615,782,564,2
1616,782,565,2
1617,789,572,2
1618,791,572,2
1619,796,575,2
1620,796,576,2
1621,821,589,2
1622,821,590,2
1623,831,318,2
1624,831,597,2
1625,832,318,2
1626,832,597,2
1627,835,598,2
1628,835,599,2
1629,839,603,2
1630,839,604,2
1631,840,603,2
1632,840,604,2
1633,852,612,2
1634,852,613,2
1635,852,614,2
1636,853,612,2
1637,853,613,2
1638,853,614,2
1639,865,621,2
1640,865,622,2
1641,868,623,2
1642,868,624,2
1643,868,625,2
1644,868,626,2
1645,880,633,2
1646,882,634,2
1647,882,635,2
1648,882,636,2
1649,882,637,2
1650,883,634,2
1651,883,635,2
1652,883,636,2
1653,883,637,2
1654,886,634,2
1655,886,635,2
1656,886,636,2
1657,886,637,2
1658,890,640,2
1659,890,641,2
1660,890,642,2
1661,890,643,2
1662,890,644,2
1663,896,645,2
1664,896,646,2
1665,896,647,2
1666,0,652,2
1667,908,652,2
1668,910,652,2
1669,913,655,2
1670,913,656,2
1671,915,655,2
1672,915,656,2
1673,917,655,2
1674,917,656,2
1675,918,655,2
1676,918,656,2
1677,141,655,2
1678,141,656,2
1679,919,655,2
1680,919,656,2
1681,921,658,2
1682,921,659,2
1683,921,660,2
1684,921,632,2
1685,921,661,2
1686,926,658,2
1687,926,659,2
1688,926,660,2
1689,926,632,2
1690,926,661,2
1691,503,247,2
1692,928,663,2
1693,929,664,2
1694,931,664,2
1695,936,669,2
1696,936,670,2
1697,936,133,2
1698,936,671,2
1699,937,669,2
1700,937,670,2
1701,937,133,2
1702,937,671,2
1703,939,669,2
1704,939,670,2
1705,939,133,2
1706,939,671,2
1707,141,669,2
1708,141,670,2
1709,141,671,2
1710,948,676,2
1711,948,677,2
1712,948,678,2
1713,950,676,2
1714,950,677,2
1715,950,678,2
1716,951,679,2
1717,951,680,2
1718,960,685,2
1719,960,686,2
1720,970,694,2
1721,972,84,2
1722,973,84,2
1723,890,84,2
1724,978,699,2
1725,978,700,2
1726,983,702,2
1727,983,703,2
1728,986,702,2
1729,986,703,2
1730,322,26,3
1731,322,705,2
1732,141,26,3
1733,141,705,2
1734,994,711,2
1735,994,712,2
1736,1003,713,2
1737,1003,714,2
1738,1003,715,2
1739,1003,716,2
1740,1003,717,2
1741,1003,718,2
1742,1003,720,2
1743,141,736,2
1744,141,737,2
1745,1020,736,2
1746,1020,737,2
1747,1040,748,2
1748,1053,757,2
1749,1053,758,2
1750,1053,759,2
1751,1053,760,2
1752,1053,761,2
1753,1057,757,2
1754,1057,758,2
1755,1057,759,2
1756,1057,760,2
1757,1057,761,2
1758,0,757,2
1759,0,758,2
1760,0,759,2
1761,0,760,2
1762,0,761,2
1763,1063,764,2
1764,1063,765,2
1765,1063,766,2
1766,1063,767,2
1767,1063,768,2
1768,1068,25,2
1769,1068,769,2
1770,1068,770,2
1771,1068,771,2
1772,1070,25,2
1773,1070,769,2
1774,1070,770,2
1775,1070,771,2
1776,1078,778,2
1777,1079,779,2
1778,1079,780,2
1779,1082,779,2
1780,1082,780,2
1781,1087,781,2
1782,1088,781,2
1783,1089,781,2
1784,835,781,2
1785,1093,783,2
1786,1094,783,2
1787,1115,797,2
1788,1124,805,2
1789,1124,806,2
1790,1126,807,2
1791,1126,808,2
1792,1127,807,2
1793,1127,808,2
1794,1131,197,2
1795,1131,809,2
1796,1132,810,2
1797,1134,810,2
1798,1135,810,2
1799,1003,829,2
1800,1003,830,2
1801,1003,831,2
1802,1173,617,2
1803,1173,182,2
1804,1176,847,2
1805,1176,848,2
1806,1177,847,2
1807,1177,848,2
1808,131,862,2
1809,131,863,2
1810,1197,862,2
1811,1197,863,2
1812,937,862,2
1813,937,863,2
1814,728,871,2
1815,1224,889,2
1816,1226,889,2
1817,1230,892,2
1818,1230,893,2
1819,1230,894,2
1820,1231,892,2
1821,1231,893,2
1822,1231,894,2
1823,95,892,2
1824,95,893,2
1825,95,894,2
1826,1234,892,2
1827,1234,893,2
1828,1234,894,2
1829,1244,899,2
1830,1244,900,2
1831,1249,904,2
1832,1252,905,2
1833,960,906,2
1834,960,25,2
1835,960,908,2
1836,1256,909,2
1837,98,915,2
1838,98,916,2
1839,1264,915,2
1840,1264,916,2
1841,1275,922,2
1842,1275,923,2
1843,1275,924,2
1844,1276,922,2
1845,1276,923,2
1846,1276,924,2
1847,739,928,2
1848,1281,929,2
1849,1283,929,2
1850,1284,929,2
1851,1285,929,2
1852,1286,929,2
1853,1307,944,2
1854,1307,945,2
1855,1307,946,2
1856,1308,944,2
1857,1308,945,2
1858,1308,946,2
1859,1310,948,2
1860,1310,949,2
1861,1311,948,2
1862,1311,949,2
1863,207,981,2
1864,207,426,2
1865,207,25,2
1866,1350,982,2
1867,1351,982,2
1868,1355,983,2
1869,1355,984,2
1870,1356,985,2
1871,1358,985,2
1872,322,988,2
1873,1372,990,2
1874,1372,991,2
1875,1372,992,2
1876,1372,993,2
1877,1384,997,2
1878,1384,998,2
1879,1384,999,2
1880,1384,1000,2
1881,1385,997,2
1882,1385,998,2
1883,1385,999,2
1884,1385,1000,2
1885,1388,997,2
1886,1388,998,2
1887,1388,999,2
1888,1388,1000,2
1889,1391,1002,2
1890,1391,1003,2
1891,1393,1002,2
1892,1393,1003,2
1893,628,1004,2
1894,628,1005,2
1895,1397,1004,2
1896,1397,1005,2
1897,219,1004,2
1898,219,1005,2
1899,1400,1008,2
1900,1403,1009,2
1901,1404,1009,2
1902,1407,1010,2
1903,1407,84,2
1904,1407,1011,2
1905,1407,1012,2
1906,1414,1018,2
1907,1414,1019,2
1908,1414,1020,2
1909,1414,1021,2
1910,1414,1022,2
1911,322,1018,2
1912,322,1019,2
1913,322,1020,2
1914,322,1021,2
1915,322,1022,2
1916,458,1018,2
1917,458,1019,2
1918,458,1020,2
1919,458,1021,2
1920,458,1022,2
1921,1433,1035,2
1922,1433,1036,2
1923,1437,1037,2
1924,1437,1038,2
1925,1439,1039,2
1926,1441,1040,2
1927,1442,1040,2
1928,1443,1040,2
1929,131,1040,2
1930,1444,1040,2
1931,1446,1040,2
1932,1448,1042,2
1933,1450,1042,2
1934,1451,1042,2
1935,1458,25,2
1936,1458,1043,2
1937,1458,1044,2
1938,1458,1045,2
1939,1458,1046,2
1940,1458,735,2
1941,1458,1047,2
1942,1458,136,2
1943,699,661,2
1944,699,537,2
1945,1463,1049,2
1946,1463,1050,2
1947,1463,1051,2
1948,1489,537,2
1949,1489,1069,2
1950,1489,1070,2
1951,1489,1071,2
1952,1489,1072,2
1953,1489,26,2
1954,1489,133,2
1955,322,1077,2
1956,322,727,2
1957,1506,1083,2
1958,1506,1084,2
1959,322,1086,2
1960,322,1087,2
1961,1511,1088,2
1962,1511,765,2
1963,1511,1089,2
1964,1524,1098,3
1965,1524,1099,3
1966,1525,1098,2
1967,1525,1099,2
1968,1527,1100,2
1969,1532,1103,2
1970,1532,1104,2
1971,1532,1105,2
1972,1542,26,2
1973,1542,1109,2
1974,1542,1110,2
1975,1542,1111,2
1976,661,1112,2
1977,661,1113,2
1978,661,1114,2
1979,1547,1115,2
1980,1547,1116,2
1981,1547,1117,2
1982,1551,1115,2
1983,1551,1116,2
1984,1551,1117,2
1985,1552,1115,2
1986,1552,1116,2
1987,1552,1117,2
1988,1560,25,2
1989,1560,1123,2
1990,1560,1124,2
1991,1576,1138,2
1992,1577,1138,2
1993,375,1139,2
1994,375,1140,2
1995,375,1141,2
1996,633,1139,2
1997,633,1140,2
1998,633,1141,2
1999,1582,1142,2
2000,1584,1142,2
2001,1585,1143,2
2002,1585,1144,2
2003,1587,1143,3
2004,1587,1144,3
2005,77,1149,2
2006,77,1150,2
2007,77,1151,2
2008,77,1152,2
2009,1599,1153,2
2010,1599,154,2
2011,1599,1154,2
2012,1599,1155,2
2013,1600,1153,2
2014,1600,154,2
2015,1600,1154,2
2016,1600,1155,2
2017,1612,1165,2
2018,1613,1165,2
2019,1614,1165,2
2020,1448,1165,2
2021,1616,1166,2
2022,1617,1166,2
2023,141,1166,2
2024,1633,1181,2
2025,1633,1182,2
2026,1633,1183,2
2027,1635,1181,2
2028,1635,1182,2
2029,1635,1183,2
2030,1640,1186,2
2031,1640,61,2
2032,1645,1189,2
2033,1647,25,2
2034,1647,967,2
2035,1647,128,2
2036,188,25,2
2037,188,1192,2
2038,188,1193,2
2039,1660,1202,2
2040,633,1202,2
2041,1665,1203,2
2042,1665,1054,2
2043,1665,1204,2
2044,1665,1205,2
2045,1671,1211,2
2046,1673,26,2
2047,1674,26,2
2048,1678,1212,2
2049,1678,1213,2
2050,1678,1214,2
2051,1678,1215,2
2052,1678,1216,2
2053,131,301,2
2054,1681,301,2
2055,1683,1217,2
2056,1683,374,2
2057,1696,1226,2
2058,1697,1226,2
2059,753,1231,2
2060,753,1232,2
2061,1708,1231,2
2062,1708,1232,2
2063,1712,1233,2
2064,1712,1234,2
2065,455,1235,3
2066,455,1236,2
2067,455,1237,2
2068,1724,1246,2
2069,1724,1247,2
2070,1724,1248,2
2071,1724,1250,2
2072,153,1246,2
2073,153,1247,2
2074,153,1248,2
2075,153,1250,2
2076,1732,1253,2
2077,1734,1253,2
2078,1735,1253,2
2079,1736,1253,2
2080,1740,1254,2
2081,1740,1255,2
2082,1740,1256,2
2083,1740,537,2
2084,1740,1257,2
2085,1740,661,2
2086,1740,1258,2
2087,1740,133,2
2088,1742,1254,2
2089,1742,1255,2
2090,1742,1256,2
2091,1742,537,2
2092,1742,1257,2
2093,1742,661,2
2094,1742,1258,2
2095,1742,133,2
2096,1745,1259,2
2097,1745,1260,2
2098,1745,1261,2
2099,1748,1262,2
2100,1756,1267,2
2101,1756,1268,2
2102,1756,1269,2
2103,1759,1267,2
2104,1759,1268,2
2105,1759,1269,2
2106,1760,1267,2
2107,1760,1268,2
2108,1760,1269,2
2109,1769,25,2
2110,1769,1278,2
2111,1769,274,2
2112,1769,828,2
2113,1769,182,2
2114,1769,1279,2
2115,1775,1282,2
2116,1776,1282,2
2117,1781,154,2
2118,1781,1284,2
2119,1782,154,2
2120,1782,1284,2
2121,1783,154,2
2122,1783,1284,2
2123,1003,154,2
2124,1003,1284,2
2125,1020,1291,2
2126,1020,1292,2
2127,1020,1293,2
2128,384,1294,2
2129,384,1296,2
2130,384,1297,2
2131,1801,1301,2
2132,1801,1302,2
2133,1811,1307,2
2134,1811,146,2
2135,1811,1308,2
2136,1811,1309,2
2137,1814,1310,2
2138,1814,1311,2
2139,1816,1312,2
2140,1817,1312,2
2141,1819,1312,2
2142,141,554,2
2143,141,1313,2
2144,141,860,2
2145,141,1314,2
2146,1821,554,2
2147,1821,1313,2
2148,1821,860,2
2149,1821,1314,2
2150,1823,554,2
2151,1823,1313,2
2152,1823,860,2
2153,1823,1314,2
2154,776,1315,2
2155,1825,1315,2
2156,1837,1322,2
2157,1837,1323,2
2158,1838,1322,2
2159,1838,1323,2
2160,1841,1326,2
2161,1841,1327,2
2162,1844,99,2
2163,1846,1328,2
2164,1848,1328,2
2165,1849,1328,2
2166,1850,1328,2
2167,1851,1328,2
2168,1852,1328,2
2169,1853,1328,2
2170,1854,1328,2
2171,1855,1328,2
2172,1856,1328,2
2173,1857,1328,2
2174,1858,1328,2
2175,1859,1328,2
2176,1860,1328,2
2177,322,1332,3
2178,322,1333,3
2179,141,1332,2
2180,141,1333,2
2181,1866,1335,3
2182,1868,1336,3
2183,1871,1337,2
2184,1876,1338,2
2185,1876,1339,2
2186,1876,1340,2
2187,1876,1341,2
2188,1876,1342,2
2189,1876,1343,2
2190,1876,1344,2
2191,1876,1345,2
2192,1877,1338,2
2193,1877,1339,2
2194,1877,1340,2
2195,1877,1341,2
2196,1877,1342,2
2197,1877,1343,2
2198,1877,1344,2
2199,1877,1345,2
2200,1886,1350,3
2201,1886,1351,3
2202,1889,26,3
2203,1889,25,2
2204,1893,26,2
2205,1894,1354,2
2206,1895,1354,2
2207,728,1354,2
2208,1896,1354,2
2209,1908,538,2
2210,1908,301,2
2211,1913,1364,2
2212,1913,1365,2
2213,1913,1366,2
2214,1914,1367,2
2215,1919,1371,2
2216,1876,1378,2
2217,1931,1382,2
2218,1931,1383,2
2219,1932,1382,2
2220,1932,1383,2
2221,1933,1382,2
2222,1933,1383,2
2223,1945,1393,2
2224,1945,1394,2
2225,1948,1395,2
2226,1950,1396,2
2227,1950,1397,2
2228,1954,1398,2
2229,1954,25,2
2230,1954,1399,2
2231,1959,1402,2
2232,1959,528,2
2233,1959,1403,2
2234,1959,1404,2
2235,1959,1405,2
2236,1959,1406,2
2237,1959,1407,2
2238,1967,1408,2
2239,937,1409,2
2240,937,1410,2
2241,937,1411,2
2242,1969,1409,2
2243,1969,1410,2
2244,1969,1411,2
2245,1970,1409,2
2246,1970,1410,2
2247,1970,1411,2
2248,1973,1409,2
2249,1973,1410,2
2250,1973,1411,2
2251,1980,1226,2
2252,123,179,2
2253,1981,179,2
2254,1003,1416,2
2255,1003,1417,2
2256,1003,1418,2
2257,1988,332,2
2258,1988,1420,2
2259,1988,1421,2
2260,1993,1424,2
2261,1993,26,2
2262,1993,295,2
2263,1993,1425,2
2264,2001,1429,2
2265,2001,1430,2
2266,2001,1431,2
2267,2013,1439,2
2268,2013,1440,2
2269,2014,1439,2
2270,2014,1440,2
2271,563,1445,2
2272,563,1446,2
2273,563,1447,2
2274,1783,26,2
2275,2023,26,2
2276,2024,26,2
2277,2025,26,2
2278,95,1452,3
2279,95,1453,3
2280,95,1454,3
2281,1748,26,2
2282,1748,538,2
2283,1748,1461,2
2284,1748,1462,2
2285,2041,1464,2
2286,2043,1226,3
2287,2043,1466,3
2288,2050,1469,2
2289,2050,1470,2
2290,2050,301,2
2291,2052,1471,2
2292,2058,1477,2
2293,2058,1478,2
2294,2058,1479,2
2295,2058,1231,2
2296,2058,1480,2
2297,2063,1477,2
2298,2063,1478,2
2299,2063,1479,2
2300,2063,1231,2
2301,2063,1480,2
2302,2069,1486,2
2303,2069,26,2
2304,2071,1487,2
2305,2071,1488,2
2306,2072,1487,2
2307,2072,1488,2
2308,2076,1489,2
2309,2076,25,2
2310,2077,1490,2
2311,597,1490,2
2312,2079,1491,2
2313,2079,1492,2
2314,2079,1493,2
2315,2079,852,2
2316,2083,1491,2
2317,2083,1492,2
2318,2083,1493,2
2319,2083,852,2
2320,123,1496,2
2321,2087,1496,2
2322,2088,1496,2
2323,2094,423,2
2324,1284,1236,2
2325,1284,1503,2
2326,1284,1504,2
2327,2097,1236,2
2328,2097,1503,2
2329,2097,1504,2
2330,2104,1505,2
2331,2104,1506,2
2332,2104,1507,2
2333,2109,1511,2
2334,2109,25,2
2335,2109,1512,2
2336,2112,1513,2
2337,2112,1514,2
2338,2112,1515,2
2339,2112,1516,2
2340,2112,1517,2
2341,2112,1518,2
2342,2113,1513,2
2343,2113,1514,2
2344,2113,1515,2
2345,2113,1516,2
2346,2113,1517,2
2347,2113,1518,2
2348,2114,1513,2
2349,2114,1514,2
2350,2114,1515,2
2351,2114,1516,2
2352,2114,1517,2
2353,2114,1518,2
2354,2117,1513,2
2355,2117,1514,2
2356,2117,1515,2
2357,2117,1516,2
2358,2117,1517,2
2359,2117,1518,2
2360,2119,1513,2
2361,2119,1514,2
2362,2119,1515,2
2363,2119,1516,2
2364,2119,1517,2
2365,2119,1518,2
2366,2123,1513,2
2367,2123,1514,2
2368,2123,1515,2
2369,2123,1516,2
2370,2123,1517,2
2371,2123,1518,2
2372,2124,1513,2
2373,2124,1514,2
2374,2124,1515,2
2375,2124,1516,2
2376,2124,1517,2
2377,2124,1518,2
2378,2132,1519,2
2379,2134,1519,2
2380,389,1527,2
2381,2149,1534,2
2382,2149,1535,2
2383,2153,1536,2
2384,2153,1537,2
2385,2153,1538,2
2386,2153,1539,2
2387,2155,1536,2
2388,2155,1537,2
2389,2155,1538,2
2390,2155,1539,2
2391,958,1536,2
2392,958,1537,2
2393,958,1538,2
2394,958,1539,2
2395,2157,1536,2
2396,2157,1537,2
2397,2157,1538,2
2398,2157,1539,2
2399,2158,1540,2
2400,2158,1541,2
2401,2158,1542,2
2402,2158,1543,2
2403,262,1540,2
2404,262,1541,2
2405,262,1542,2
2406,262,1543,2
2407,141,1540,2
2408,141,1541,2
2409,141,1542,2
2410,141,1543,2
2411,2163,1540,2
2412,2163,1541,2
2413,2163,1542,2
2414,2163,1543,2
2415,2165,1544,2
2416,2165,1545,2
2417,2165,1546,2
2418,2166,1544,2
2419,2166,1545,2
2420,2166,1546,2
2421,994,1549,2
2422,994,1550,2
2423,994,1551,2
2424,994,1552,2
2425,994,1553,2
2426,2201,1572,2
2427,2201,1573,2
2428,2201,1574,2
2429,2201,1575,2
2430,2202,1572,2
2431,2202,1573,2
2432,2202,1574,2
2433,2202,1575,2
2434,2209,1577,2
2435,2209,1578,2
2436,2211,1577,2
2437,2211,1578,2
2438,2226,1588,2
2439,2226,26,2
2440,2226,1589,2
2441,2226,1590,2
2442,2229,1591,2
2443,2229,1592,2
2444,2229,1593,2
2445,2240,1601,2
2446,2241,1601,2
2447,2243,1601,2
2448,2244,1601,2
2449,463,1615,2
2450,2265,1619,2
2451,2265,1620,2
2452,2265,1621,2
2453,2265,1622,2
2454,2267,1619,2
2455,2267,1620,2
2456,2267,1621,2
2457,2267,1622,2
2458,1489,1623,2
2459,1489,1624,2
2460,1489,1625,2
2461,1489,1626,2
2462,1489,1627,2
2463,1489,1628,2
2464,141,1623,2
2465,141,1624,2
2466,141,1625,2
2467,141,1626,2
2468,141,1627,2
2469,141,1628,2
2470,2278,1629,2
2471,2278,3,2
2472,14,13,2
2473,14,14,2
2474,16,13,2
2475,16,14,2
2476,17,15,2
2477,17,16,2
2478,27,24,2
2479,28,24,2
2480,29,24,2
2481,32,25,2
2482,33,25,2
2483,35,25,2
2484,36,25,2
2485,41,30,2
2486,41,31,2
2487,41,32,2
2488,48,33,2
2489,48,34,2
2490,48,35,2
2491,48,36,2
2492,48,37,2
2493,35,33,2
2494,35,34,2
2495,35,35,2
2496,35,36,2
2497,35,37,2
2498,51,33,2
2499,51,34,2
2500,51,35,2
2501,51,36,2
2502,51,37,2
2503,57,44,2
2504,58,44,2
2505,66,49,2
2506,66,50,2
2507,66,51,2
2508,66,52,2
2509,84,56,2
2510,84,57,2
2511,86,58,2
2512,87,58,2
2513,90,60,2
2514,99,65,2
2515,99,66,2
2516,99,67,2
2517,100,65,2
2518,100,66,2
2519,100,67,2
2520,101,65,2
2521,101,66,2
2522,101,67,2
2523,110,72,2
2524,110,73,2
2525,110,74,2
2526,124,17,2
2527,124,83,2
2528,124,84,2
2529,124,85,2
2530,124,86,2
2531,129,91,2
2532,129,92,2
2533,133,94,2
2534,133,14,2
2535,133,56,4
2536,133,95,2
2537,135,94,2
2538,135,14,2
2539,135,56,2
2540,135,95,2
2541,140,97,2
2542,140,98,2
2543,140,99,2
2544,140,100,2
2545,140,101,2
2546,146,102,2
2547,147,102,2
2548,158,111,2
2549,158,5,2
2550,158,112,2
2551,158,113,2
2552,167,118,2
2553,167,119,2
2554,167,120,2
2555,167,121,2
2556,167,122,2
2557,167,123,2
2558,167,124,2
2559,167,125,2
2560,171,118,2
2561,171,119,2
2562,171,120,2
2563,171,121,2
2564,171,122,2
2565,171,123,2
2566,171,124,2
2567,171,125,2
2568,172,118,2
2569,172,119,2
2570,172,120,2
2571,172,121,2
2572,172,122,2
2573,172,123,2
2574,172,124,2
2575,172,125,2
2576,180,129,2
2577,180,130,2
2578,180,131,2
2579,180,132,2
2580,180,133,2
2581,180,134,2
2582,180,135,2
2583,180,136,2
2584,180,137,2
2585,185,129,2
2586,185,130,2
2587,185,131,2
2588,185,132,2
2589,185,133,2
2590,185,134,2
2591,185,135,2
2592,185,136,2
2593,185,137,2
2594,191,140,2
2595,203,150,2
2596,203,151,2
2597,205,150,2
2598,205,151,2
2599,207,152,2
2600,209,153,2
2601,209,154,2
2602,211,153,2
2603,211,154,2
2604,215,158,2
2605,218,160,2
2606,219,160,2
2607,222,161,2
2608,222,162,2
2609,222,163,2
2610,225,161,2
2611,225,162,2
2612,225,163,2
2613,237,174,2
2614,237,5,2
2615,237,175,2
2616,237,176,2
2617,247,5,2
2618,247,182,2
2619,249,183,2
2620,262,189,2
2621,262,190,2
2622,302,231,2
2623,304,232,2
2624,304,233,2
2625,304,234,2
2626,305,232,2
2627,305,233,2
2628,305,234,2
2629,306,232,2
2630,306,233,2
2631,306,234,2
2632,312,235,2
2633,312,236,2
2634,312,237,2
2635,313,235,2
2636,313,236,2
2637,313,237,2
2638,35,236,2
2639,35,43,2
2640,322,238,2
2641,341,254,2
2642,341,255,2
2643,350,260,2
2644,350,261,2
2645,361,267,2
2646,361,268,2
2647,371,276,2
2648,371,277,2
2649,374,278,2
2650,377,280,2
2651,377,281,2
2652,378,280,2
2653,378,281,2
2654,380,280,2
2655,380,281,2
2656,382,282,2
2657,382,283,2
2658,382,284,2
2659,382,285,2
2660,382,286,2
2661,398,295,2
2662,398,296,2
2663,398,297,2
2664,398,298,2
2665,399,295,2
2666,399,296,2
2667,399,297,2
2668,399,298,2
2669,401,295,2
2670,401,296,2
2671,401,297,2
2672,401,298,2
2673,402,295,2
2674,402,296,2
2675,402,297,2
2676,402,298,2
2677,409,299,2
2678,422,307,2
2679,422,308,2
2680,425,307,2
2681,425,308,2
2682,427,309,2
2683,427,310,2
2684,427,311,2
2685,443,321,2
2686,443,214,2
2687,443,322,2
2688,443,323,2
2689,443,324,2
2690,443,325,2
2691,445,321,2
2692,445,214,2
2693,445,322,2
2694,445,323,2
2695,445,324,2
2696,445,325,2
2697,450,326,2
2698,450,327,2
2699,452,326,2
2700,452,327,2
2701,453,326,2
2702,453,327,2
2703,455,326,2
2704,455,327,2
2705,456,326,2
2706,456,327,2
2707,465,333,2
2708,466,334,2
2709,466,335,2
2710,466,336,2
2711,473,340,2
2712,475,340,2
2713,478,341,2
2714,478,343,2
2715,478,344,2
2716,479,341,2
2717,479,343,2
2718,479,344,2
2719,487,351,2
2720,487,352,2
2721,487,353,2
2722,505,366,2
2723,511,31,2
2724,511,371,2
2725,519,376,2
2726,519,377,2
2727,521,378,2
2728,529,382,2
2729,529,383,2
2730,529,384,2
2731,529,385,2
2732,535,386,2
2733,535,387,2
2734,535,388,2
2735,535,389,2
2736,537,390,2
2737,537,55,2
2738,35,403,2
2739,35,404,2
2740,553,403,2
2741,553,404,2
2742,554,405,2
2743,561,408,2
2744,561,409,2
2745,561,410,2
2746,564,408,2
2747,564,409,2
2748,564,410,2
2749,576,418,2
2750,576,419,2
2751,576,420,2
2752,576,421,2
2753,577,422,2
2754,577,423,2
2755,577,424,2
2756,581,425,2
2757,581,426,2
2758,581,427,2
2759,587,429,2
2760,588,5,2
2761,589,5,2
2762,35,79,2
2763,591,430,2
2764,592,430,2
2765,597,435,2
2766,598,435,2
2767,600,436,2
2768,600,437,3
2769,600,438,2
2770,600,439,2
2771,602,436,2
2772,602,437,3
2773,602,438,2
2774,602,439,2
2775,610,440,2
2776,610,441,2
2777,610,442,2
2778,610,14,2
2779,610,443,2
2780,610,444,2
2781,610,95,2
2782,612,5,2
2783,614,446,2
2784,614,447,2
2785,614,448,2
2786,614,449,2
2787,619,450,2
2788,620,450,2
2789,638,5,2
2790,638,466,2
2791,638,467,2
2792,638,23,2
2793,638,468,2
2794,643,469,2
2795,643,470,2
2796,643,471,2
2797,646,472,2
2798,647,472,2
2799,650,473,2
2800,650,474,2
2801,650,5,2
2802,650,475,2
2803,650,10,2
2804,650,476,2
2805,650,477,2
2806,658,478,2
2807,658,479,2
2808,658,480,2
2809,658,481,2
2810,658,482,2
2811,658,484,2
2812,660,478,2
2813,660,479,2
2814,660,480,2
2815,660,481,2
2816,660,482,2
2817,660,484,2
2818,663,485,2
2819,667,23,2
2820,670,488,2
2821,670,489,2
2822,672,488,2
2823,672,489,2
2824,674,488,2
2825,674,489,2
2826,678,491,2
2827,678,492,2
2828,679,491,2
2829,679,492,2
2830,680,493,2
2831,688,496,2
2832,688,497,2
2833,689,498,2
2834,689,499,2
2835,689,500,2
2836,689,501,2
2837,689,502,2
2838,137,498,2
2839,137,499,2
2840,137,500,2
2841,137,501,2
2842,137,502,2
2843,705,511,2
2844,705,512,2
2845,707,511,2
2846,707,512,2
2847,714,516,2
2848,715,516,2
2849,716,516,2
2850,718,518,2
2851,719,518,2
2852,511,518,2
2853,721,518,2
2854,724,519,2
2855,724,520,2
2856,724,521,2
2857,460,522,2
2858,460,523,2
2859,730,56,2
2860,730,5,2
2861,730,525,2
2862,730,526,2
2863,35,527,2
2864,737,528,2
2865,737,529,2
2866,737,530,2
2867,737,531,2
2868,737,532,2
2869,737,533,2
2870,741,534,2
2871,741,535,2
2872,741,536,2
2873,749,5,2
2874,749,542,2
2875,749,543,2
2876,751,5,2
2877,751,542,2
2878,751,543,2
2879,753,544,2
2880,764,553,2
2881,643,5,2
2882,777,561,2
2883,779,561,2
2884,781,563,2
2885,781,564,2
2886,782,563,2
2887,782,564,2
2888,785,565,2
2889,790,566,2
2890,790,567,2
2891,790,568,2
2892,790,569,2
2893,793,570,2
2894,794,570,2
2895,801,574,2
2896,801,575,2
2897,801,576,2
2898,804,577,2
2899,804,578,2
2900,804,579,2
2901,813,580,2
2902,813,581,2
2903,813,582,2
2904,813,251,2
2905,813,583,2
2906,814,580,2
2907,814,581,2
2908,814,582,2
2909,814,251,2
2910,814,583,2
2911,35,584,2
2912,35,585,2
2913,35,586,2
2914,591,5,3
2915,591,587,2
2916,591,588,2
2917,827,591,2
2918,833,595,2
2919,833,244,2
2920,833,596,2
2921,833,597,2
2922,833,598,2
2923,845,600,2
2924,845,601,2
2925,845,602,2
2926,845,603,2
2927,845,604,2
2928,35,609,2
2929,35,245,2
2930,852,610,2
2931,852,611,2
2932,865,619,2
2933,877,629,2
2934,878,629,2
2935,881,630,2
2936,881,631,2
2937,882,630,2
2938,882,631,2
2939,884,630,2
2940,884,631,2
2941,885,632,2
2942,304,632,2
2943,887,632,2
2944,888,632,2
2945,890,633,2
2946,890,634,2
2947,895,637,2
2948,896,5,3
2949,896,638,3
2950,896,639,3
2951,899,5,2
2952,899,638,2
2953,899,639,2
2954,902,641,2
2955,902,642,2
2956,904,643,2
2957,904,644,2
2958,905,643,2
2959,905,644,2
2960,910,647,2
2961,912,647,2
2962,918,651,2
2963,918,652,2
2964,918,653,2
2965,919,651,2
2966,919,652,2
2967,919,653,2
2968,922,651,2
2969,922,652,2
2970,922,653,2
2971,218,654,2
2972,218,655,2
2973,925,656,2
2974,930,657,2
2975,930,658,2
2976,930,659,2
2977,35,668,2
