Id,Label
2,software engineering
4,Information Systems IS
24,Artificial Intelligence Research
38,information systems security
65,Geographical Information Systems GIS
78,distributed information systems
80,Artificial
81,distance learning
82,e - learning
109,data integration
114,Semantic
115,collaborative decision support systems
118,Geographic Information System
121,Peer - to - Peer PP
127,data
136,Brain Computer
142,peer - to - peer
155,ontology
178,fuzzy logic
183,e - commerce
184,information sharing
197,distributed
220,Business Intelligence BI
222,case - based reasoning
225,information
266,Geographic Information Systems GIS
269,logic programming
275,knowledge discovery
305,Cloud Computing
365,computational intelligence
371,knowledge engineering
469,Web Mining
490,health information systems
547,Knowledge management
570,information integration
682,geographic information systems
687,document classification
724,Information technology
759,Computer Vision
787,Web
792,multi - agent
804,Question Answering
817,knowledge acquisition
931,Cognitive Science
1020,temporal
1037,schema evolution
1091,Artificial Life
1104,Norwegian Social Science Data Services
1107,Information Systems Journals
1109,Library Information Science Abstracts
1517,Semantic Web Services
1520,e - government
1622,Evolutionary
944,probabilistic models
945,research - driven course design
946,research - driven learning
958,Associative Parallel
981,Modeling
982,Space Analysis
983,spatio
993,Expert Systems
999,Petri net
1015,electric power
1025,neural networks
1033,cognitive map model
1034,ontological cognitive map model
1046,fuzzy expert system
1053,multi - agent model
1054,semantic networks
1076,neural network
1087,Web -
1089,High Performance Knowledge Bases
1090,Disciple - RKF
1091,Rapid Knowledge Formation
1107,SQL access control
1108,XML - specific access control
1126,Expert System
1156,artificial neural networks
1158,rule - based expression
1159,finite element analysis
1160,rule - based reasoning
1173,genetic algorithm
1174,structured object - based agent component framework
1175,Agent - based approach
1183,software
1184,FBEXPERT
1202,Key - Words
1203,semantics WIMS
1208,Artiicial Intelligence
1255,Atom format
1256,Really Simple Syndication RSS
1257,Atom
1258,geospatial client
1259,Spatial Data Infrastructure
1266,Semantic Web framework
1277,cooperative information system
1294,Knowledge Representation methodology
1295,logic - based KR
1296,Description logic
1297,logic - based
1298,Knowledge Representation formalism
1321,semantic analysis
1322,semantic annotations
1330,Data Mining DM toolbox architecture
1335,Software effort
1336,soft computing methods
1341,computational intelligence methods
1344,TaskNavigator
1360,Defeasible Logic Programming DeLP
1369,hybrid
1371,Knowledge Based Grid
1381,Eurographics
1390,genetic algorithms
1400,hierarchical tree
1401,keyword map
1407,Dynamic Coattention Network
1408,Stanford Answering Dataset
1409,end neural network
1420,PROforma
1421,guideline support
1422,PROforma - Solo technology
1478,Rule - Oriented Simulation System
1501,Saas model
1510,reinforcement
1527,Information Hub Model
1528,Third Party Model
1529,Information Transfer model
1542,Petri nets
1550,meta - studies
1551,meta - theory
1562,Keywords
1581,vector space model
1582,AutoCat system
1583,AutoCat
1588,affective - cognitive architecture
1594,Standard Periodical Directory
1595,Compendex Elsevier Engineering Index DBLP
1596,GetCited
1628,SuperFund
1630,Trojan horse teaching
1633,Periodicals Directory
1656,Deep Region Based Convolutional Networks
1657,R - CNN Recurrent Neural Networks RNN
1668,collaborative filtering algorithms
1670,Hippocratic Oath
1685,semantic routing
1689,Adaptive
1748,fuzzy FCA
1749,relational concept analysis
1750,logical concept analysis
1810,Reservoir Computing
1811,spin - orbit materials
1812,Recurrent Neural Networks
1816,Apache Struts Framework
1817,Library  Reservation System
1818,MVC model
1825,grey relational clustering
1826,grey relational
1831,Improved algorithm
1832,RapidMiner
1833,Apriori algorithm
1836,first - order logic
1847,human human bonding
1849,semantically - enhanced architecture
1850,User Interaction
1857,EM algorithm
1858,Bayesian belief networks
1859,Kullback - Leibler information divergence
1885,temporal logics
1886,temporal logic
1887,simple
1888,Translation Algorithm
1894,Validation
1906,multi - gent theory
1923,Track Chair
1924,GECCO Genetic
1925,Evolutionary Computation Conference Technical Chair
1937,Deductive
1938,Datalog extensions
1940,XML for Analysis
1941,Service Oriented Architecture SOA
1942,Spatial OLAP
1972,Fuzzy Expert System Shells
1973,Neuro - Fuzzy Approaches
1974,Fuzzy Expert
1980,Maturity model
2007,power - alignment
2014,software agent technology
2038,apprentice model
2066,Object - Qriented database Schema Environment
2067,schema versioning
2069,Graphical interface
2073,action theory
2074,ServiceOriented Architectures SOA
2077,CogSci
2109,business process modelling
2129,cognitive development theory
2130,urodynamic testing
2142,AI Artificial Intelligent adaptive
2143,Rules based decision
2144,statistical testing
2145,Bayes Networks
2151,Autonomic Computing
2161,attribute reduction
2162,rule generation
2163,rough sets theory
2164,Autonomic
2168,probability theory
2182,Peircean semiotics
2183,Dempster - Shafer theory
2186,pattern - directed expert systems
2187,rule - based expert systems
2208,spatial database system
2209,Spatial database
2210,MetaMind
2211,GigaOM Structure Award
2212,Distinguished Application Paper Award
2219,Epidemiological Approach
2220,Bayesian systems
2255,health alignment
2258,Abdcution
2274,Neural
2275,Markov Random Fields
2279,scientificdecision
2285,EH - MEMS
2286,MEMS - DO
2288,EH Micro MEMS
2289,Piezoelectric
2290,Multi - Objective Design Optimisation DO Framework
2294,Mario AI controller
2342,Cubes
2343,Path Analysis
2344,Sequential Patterns
2345,Hybrid System
