Source,Target,Type,Weight
1,337,Directed,2
1,339,Directed,2
12,348,Directed,2
12,350,Directed,2
12,351,Directed,2
12,352,Directed,2
12,353,Directed,2
12,354,Directed,2
14,348,Directed,2
14,350,Directed,2
14,351,Directed,2
14,352,Directed,2
14,353,Directed,2
14,354,Directed,2
25,355,Directed,2
25,356,Directed,2
25,357,Directed,3
25,358,Directed,2
25,382,Directed,2
25,383,Directed,2
25,384,Directed,2
25,385,Directed,2
88,408,Directed,2
88,409,Directed,2
88,410,Directed,2
88,411,Directed,2
88,412,Directed,2
97,418,Directed,2
97,419,Directed,2
111,431,Directed,2
111,432,Directed,2
166,477,Directed,2
166,478,Directed,2
166,479,Directed,2
166,480,Directed,2
166,481,Directed,2
166,482,Directed,2
217,521,Directed,2
1,523,Directed,2
1,524,Directed,2
1,525,Directed,2
1,526,Directed,2
1,527,Directed,2
1,528,Directed,2
275,575,Directed,2
275,576,Directed,2
469,472,Directed,2
494,763,Directed,2
494,764,Directed,2
25,809,Directed,2
25,810,Directed,2
25,811,Directed,2
25,812,Directed,2
25,813,Directed,2
25,814,Directed,2
580,835,Directed,3
580,836,Directed,3
97,838,Directed,2
97,839,Directed,2
494,872,Directed,2
494,873,Directed,2
494,874,Directed,2
494,875,Directed,2
658,897,Directed,2
658,898,Directed,2
658,899,Directed,2
658,900,Directed,2
658,901,Directed,2
658,902,Directed,2
676,635,Directed,2
676,910,Directed,2
676,911,Directed,2
676,912,Directed,2
676,913,Directed,2
689,918,Directed,2
689,919,Directed,2
689,920,Directed,2
689,921,Directed,2
689,922,Directed,2
689,923,Directed,2
707,937,Directed,2
707,938,Directed,2
711,937,Directed,2
711,938,Directed,2
12,980,Directed,2
12,981,Directed,2
12,982,Directed,2
12,995,Directed,2
12,996,Directed,2
12,997,Directed,2
12,998,Directed,2
12,999,Directed,2
780,995,Directed,2
780,996,Directed,2
780,997,Directed,2
780,998,Directed,2
780,999,Directed,2
88,1005,Directed,2
711,1008,Directed,2
275,1301,Directed,2
275,1302,Directed,2
275,981,Directed,2
275,1303,Directed,2
275,1304,Directed,2
676,615,Directed,2
676,1305,Directed,2
676,1306,Directed,2
676,1307,Directed,2
676,1308,Directed,2
676,1309,Directed,2
111,1319,Directed,2
111,371,Directed,2
111,1320,Directed,2
111,1321,Directed,2
658,1329,Directed,2
658,1130,Directed,2
658,1330,Directed,2
658,1332,Directed,2
111,1382,Directed,2
111,1383,Directed,2
217,1396,Directed,2
217,1397,Directed,2
1332,1455,Directed,2
1332,1456,Directed,2
1380,1491,Directed,2
1380,1492,Directed,2
1380,1493,Directed,2
1380,1494,Directed,2
707,1504,Directed,2
707,1505,Directed,2
707,1391,Directed,2
707,1506,Directed,2
1380,1652,Directed,2
1380,1654,Directed,2
1380,1655,Directed,2
1380,1656,Directed,2
1586,1674,Directed,2
1586,1676,Directed,2
1586,371,Directed,3
1586,704,Directed,2
1586,1677,Directed,2
1586,1678,Directed,2
166,1679,Directed,2
166,839,Directed,2
1611,1687,Directed,2
1611,1688,Directed,2
1667,1735,Directed,3
29,1735,Directed,2
1586,1745,Directed,2
1586,1746,Directed,2
1586,1747,Directed,2
1586,1748,Directed,2
1586,1749,Directed,2
1586,1750,Directed,2
1586,1396,Directed,2
217,1798,Directed,2
217,1799,Directed,2
217,1800,Directed,2
1787,1833,Directed,3
1787,1834,Directed,3
1611,1839,Directed,2
780,1877,Directed,2
689,1878,Directed,2
689,1879,Directed,2
689,1880,Directed,2
1332,1907,Directed,2
676,2047,Directed,2
676,2048,Directed,2
676,2049,Directed,2
676,2050,Directed,2
