Source,Target,Type,Weight
24,1204,Directed,2
24,1205,Directed,2
29,1206,Directed,2
54,1220,Directed,2
54,1221,Directed,2
54,1222,Directed,2
74,1233,Directed,2
74,1234,Directed,2
110,1246,Directed,2
65,1262,Directed,2
158,1263,Directed,2
208,1286,Directed,3
209,1286,Directed,3
210,1286,Directed,3
211,1286,Directed,3
212,1286,Directed,3
213,1286,Directed,3
214,1286,Directed,3
215,1286,Directed,3
216,1286,Directed,3
217,1286,Directed,3
218,1286,Directed,3
219,1286,Directed,3
223,1287,Directed,2
297,1317,Directed,2
400,1362,Directed,3
400,1363,Directed,3
415,1369,Directed,2
494,1411,Directed,2
494,1412,Directed,2
496,1411,Directed,2
496,1412,Directed,2
232,1468,Directed,2
626,1492,Directed,2
626,1493,Directed,2
717,1540,Directed,2
717,1541,Directed,2
717,1542,Directed,2
717,1543,Directed,2
762,1565,Directed,2
626,1579,Directed,2
207,1588,Directed,2
207,1589,Directed,2
207,1590,Directed,2
297,1597,Directed,2
814,1597,Directed,2
645,1604,Directed,2
645,1605,Directed,2
151,1618,Directed,2
139,1622,Directed,3
149,1688,Directed,2
1012,1694,Directed,2
1012,1695,Directed,2
248,1707,Directed,2
248,1708,Directed,2
248,1709,Directed,2
232,1707,Directed,2
232,1708,Directed,2
232,1709,Directed,2
717,1718,Directed,2
1006,1725,Directed,2
1006,1726,Directed,2
1006,1727,Directed,2
1006,1728,Directed,2
1006,1391,Directed,2
1006,1300,Directed,2
1012,1609,Directed,2
29,1744,Directed,2
29,1745,Directed,2
29,1794,Directed,2
149,1803,Directed,2
149,1804,Directed,2
1012,1814,Directed,2
1012,1815,Directed,2
1012,1816,Directed,2
297,1825,Directed,2
1279,1833,Directed,2
1279,1834,Directed,2
866,1841,Directed,2
866,1842,Directed,2
112,1847,Directed,2
232,1391,Directed,2
74,1868,Directed,2
1006,1869,Directed,2
1006,1870,Directed,2
1006,1871,Directed,2
1006,1872,Directed,2
1006,1873,Directed,2
139,1926,Directed,2
139,1927,Directed,2
139,1928,Directed,2
151,1933,Directed,2
151,1934,Directed,2
151,1298,Directed,2
151,1660,Directed,2
487,1956,Directed,2
487,1957,Directed,2
814,1956,Directed,2
814,1957,Directed,2
1313,1965,Directed,2
1313,1966,Directed,2
1313,1967,Directed,2
1313,1623,Directed,2
1313,1968,Directed,2
223,1300,Directed,2
727,1300,Directed,2
1279,1977,Directed,2
523,1991,Directed,2
523,1992,Directed,2
810,1991,Directed,2
810,1992,Directed,2
151,1999,Directed,2
151,2000,Directed,2
151,1337,Directed,2
151,2001,Directed,2
151,2002,Directed,2
29,2017,Directed,2
762,2038,Directed,2
727,2039,Directed,2
727,1391,Directed,2
1687,2043,Directed,2
1687,2044,Directed,2
1687,2045,Directed,2
1687,2046,Directed,2
717,2053,Directed,2
207,2065,Directed,2
810,2083,Directed,2
762,2084,Directed,2
206,2089,Directed,2
1313,1309,Directed,2
1313,2090,Directed,2
1313,2091,Directed,2
1313,2092,Directed,2
814,2112,Directed,2
207,2142,Directed,2
151,2143,Directed,2
297,1309,Directed,2
297,2144,Directed,2
297,2145,Directed,2
496,2146,Directed,2
24,2164,Directed,3
24,2165,Directed,2
24,2166,Directed,2
727,2164,Directed,3
727,2165,Directed,2
727,2166,Directed,2
494,2180,Directed,2
494,2181,Directed,2
523,2216,Directed,3
523,2217,Directed,2
523,2218,Directed,2
312,2227,Directed,2
312,2228,Directed,2
1687,1393,Directed,2
312,2299,Directed,2
312,2300,Directed,2
496,2327,Directed,2
730,2335,Directed,2
730,2336,Directed,2
