Source,Target,Type,Weight
13,343,Directed,2
13,344,Directed,2
13,345,Directed,2
13,346,Directed,2
13,347,Directed,2
13,348,Directed,2
13,349,Directed,2
16,343,Directed,2
16,344,Directed,2
16,345,Directed,2
16,346,Directed,2
16,347,Directed,2
16,348,Directed,2
16,349,Directed,2
47,375,Directed,3
47,376,Directed,2
59,387,Directed,2
59,388,Directed,2
59,389,Directed,2
59,390,Directed,2
59,391,Directed,2
59,358,Directed,2
103,423,Directed,2
136,447,Directed,3
136,449,Directed,3
136,450,Directed,3
136,451,Directed,3
136,452,Directed,3
205,512,Directed,2
205,513,Directed,2
205,514,Directed,2
217,522,Directed,2
217,523,Directed,2
217,524,Directed,2
220,525,Directed,3
220,526,Directed,3
220,359,Directed,3
315,606,Directed,2
315,607,Directed,2
315,608,Directed,2
377,666,Directed,2
377,364,Directed,2
377,667,Directed,2
383,672,Directed,2
383,673,Directed,2
388,674,Directed,2
388,359,Directed,2
435,568,Directed,2
435,714,Directed,2
435,715,Directed,2
435,716,Directed,2
435,717,Directed,2
435,718,Directed,2
435,719,Directed,2
531,795,Directed,2
531,796,Directed,2
531,358,Directed,2
531,797,Directed,2
693,941,Directed,2
740,980,Directed,2
740,359,Directed,3
740,981,Directed,2
740,434,Directed,2
377,374,Directed,2
832,353,Directed,2
832,359,Directed,2
858,1079,Directed,2
858,1080,Directed,2
205,1149,Directed,2
205,1150,Directed,2
205,574,Directed,2
47,1168,Directed,2
47,1169,Directed,2
47,1170,Directed,2
383,1254,Directed,2
383,359,Directed,2
383,1255,Directed,2
383,1256,Directed,2
1067,1257,Directed,2
1067,1258,Directed,2
858,1259,Directed,2
858,1260,Directed,2
858,1261,Directed,2
858,1262,Directed,2
858,500,Directed,2
858,1263,Directed,2
377,359,Directed,3
1118,1301,Directed,2
1118,1302,Directed,2
1118,1303,Directed,2
1118,1304,Directed,2
1118,1305,Directed,2
1118,1306,Directed,2
383,1320,Directed,2
383,1321,Directed,2
383,397,Directed,2
383,1322,Directed,2
1202,1379,Directed,2
1202,1381,Directed,2
1202,1382,Directed,2
1202,1383,Directed,2
1265,790,Directed,2
1265,1440,Directed,2
1266,790,Directed,2
1266,1440,Directed,2
1290,1457,Directed,2
1290,1458,Directed,2
1118,1518,Directed,2
1118,1519,Directed,2
1290,359,Directed,2
1290,1544,Directed,2
1290,1545,Directed,2
1290,1546,Directed,2
1290,1547,Directed,2
388,1642,Directed,2
388,1643,Directed,2
388,1644,Directed,2
388,1645,Directed,2
1266,1708,Directed,2
1266,1709,Directed,2
1266,1710,Directed,2
1266,1711,Directed,2
1202,1837,Directed,2
1202,1838,Directed,2
1202,1839,Directed,2
1799,717,Directed,2
1799,960,Directed,2
832,1927,Directed,2
832,1928,Directed,2
1265,1927,Directed,2
1265,1928,Directed,2
103,1936,Directed,2
103,1937,Directed,2
103,420,Directed,2
103,1938,Directed,2
47,1950,Directed,2
47,1951,Directed,2
47,1952,Directed,2
47,1953,Directed,2
47,1954,Directed,2
47,1955,Directed,2
740,880,Directed,2
740,397,Directed,2
1067,380,Directed,2
1067,1990,Directed,2
1067,1991,Directed,2
1067,1992,Directed,2
377,2104,Directed,2
377,1323,Directed,2
377,2105,Directed,2
377,2106,Directed,2
377,2107,Directed,2
217,673,Directed,2
217,1284,Directed,2
435,2130,Directed,2
435,908,Directed,2
435,2131,Directed,2
435,359,Directed,2
435,2132,Directed,2
1799,2172,Directed,2
1799,2173,Directed,2
1799,343,Directed,2
740,2172,Directed,2
740,2173,Directed,2
740,343,Directed,2
693,2181,Directed,2
1266,2203,Directed,2
1266,2204,Directed,2
1266,2205,Directed,2
1266,2206,Directed,2
1266,985,Directed,2
1266,2207,Directed,2
1266,2208,Directed,2
1266,2209,Directed,2
1266,2210,Directed,2
59,2217,Directed,2
59,2218,Directed,2
59,2219,Directed,2
59,434,Directed,2
59,2164,Directed,2
59,1368,Directed,2
59,2221,Directed,2
1202,2292,Directed,2
1202,434,Directed,2
1202,2293,Directed,2
1202,2294,Directed,2
531,1474,Directed,2
531,359,Directed,2
315,2354,Directed,2
1266,568,Directed,2
1266,2362,Directed,2
1266,2363,Directed,2
1266,1733,Directed,2
388,2397,Directed,2
388,1254,Directed,2
388,2398,Directed,2
388,2399,Directed,2
388,2400,Directed,2
388,2401,Directed,2
388,358,Directed,2
388,859,Directed,2
388,2402,Directed,2
1067,2455,Directed,2
1067,358,Directed,2
1067,2456,Directed,2
1067,2457,Directed,2
