Id,Label
31,Automatic speech recognition
48,iris
77,deep learning
86,decision fusion
127,music information retrieval
130,image segmentation
171,signal
235,Biometrics
255,Signal Processing
261,fuzzy
300,Breast cancer
339,image fusion
350,image recognition
356,medical imaging
359,autonomous navigation
378,speaker recognition
392,electrocardiogram ECG
411,video surveillance
446,gesture recognition
466,Automatic Speech Recognition ASR
469,re - identification
472,electroencephalogram EEG
515,magnetic
543,Machine vision
578,D
584,texture classification
631,character recognition
635,texture segmentation
648,robot navigation
659,object recognition
665,feature extraction
667,Optical character recognition
672,Elsevier
743,binary classification
766,action recognition
780,Human
793,statistical pattern recognition
806,Face
812,machine
835,terrain classification
850,automatic segmentation
877,data mining
932,stereo matching
938,Elsevier Science
1045,Template matching
1052,artificial intelligence
1305,semantic segmentation
1314,human action recognition
1403,remote sensing
866,Hough transform
874,Neural Networks
875,Multilayer Perceptron MLP
876,Hidden Markov Model HMM
877,HMM MLP
885,GRIT - I Genetically Refined Iris Templates
886,GRIT - II
896,artificial neural networks
898,neural network
912,BP neural network
913,Euclidean distance
914,Euclidean distance recognition
917,artificial neural network ANN
934,Support
942,Kohonen neural network
945,Deep Neural Networks
953,Vector Machines
959,Back Propagation
976,Fisher s Linear Discriminant
978,deep convolutional neural network
1020,peg - free hand geometry
1024,wavelet transform
1039,fuzzy curve tracing
1061,Artificial Neural Networks ANN
1065,particle swarm optimization algorithm
1066,UCI Machine Learning Repository
1067,neural network classification model
1073,Haar wavelet
1089,Markov
1090,region - based fusion
1091,max - likelihood theory
1092,WD - HMM
1093,systematic statistical theory
1094,Hough
1101,visual - based automatic music transcription system
1102,spatial pyramid framework
1103,convolutional neural networks
1105,CAD -
1117,Common
1118,Vector Approach CVA CVA
1119,multi
1120,One - Dimensional Discrete Wavelet Transform
1156,biometric authentication
1168,Virtual - City
1169,Virtual - City interface
1170,context - based gesture interaction
1180,ranking - like comparison
1184,epileptic seizure detection algorithm
1185,probabilistic neural network
1216,convolutional neural network
1217,temporal pooling layer
1218,temporal pooling
1219,re
1220,recurrent neural network architecture
1221,Siamese network
1231,Gabor filters
1246,neural network classifier
1256,D ear reconstruction
1257,shape alignment
1258,D ear model
1263,Modified Local Binary Patterns
1264,Local Binary Patterns
1278,mutual information
1279,vocal - timbre similarity
1300,Feed forward pattern recognition neural networks
1303,unsupervised method
1304,unsupervised learning method
1305,Gray Level Co - occurrence Matrix Method GLCM
1306,Artificial Neural Networks Self - Organizing Map
1307,Self - Organizing Map
1314,fuzzy inference
1320,deep Convolutional Neural Networks CNNs
1326,Arabic OCR system
1327,Arabic word segmentation algorithm
1328,recognition - based segmentation technique
1358,logistic regression
1381,semi techniques
1382,classification algorithm
1389,manifold generation
1390,image segmentation method
1391,manifold representation
1393,manifold distance
1394,manifold clustering
1395,manifold spectral clustering method
1396,Kinect sensor
1397,Vector Machine
1405,Immunodeficiency Virus HIV
1406,structure - activity relationship
1407,Decision trees DT
1408,Vector Machines SVM
1413,Gaussian Mixture Models
1428,bulbar conjunctiva
1442,k - NN
1444,ARTMAP neural network
1453,convexity pursuit segmentation algorithm
1454,Voronoi tessellation AEWCVT
1455,two - pass segmentation algorithm
1456,Neural Network for
1458,Leave - one - out cross validation
1459,k - fold cross - validation
1462,nearest - neighbor
1463,decision
1464,weighted sum rule
1465,Bayesian approach
1477,Short - Time Fourier Transform STFT
