Source,Target,Type,Weight
15,718,Directed,2
15,719,Directed,2
15,720,Directed,2
15,723,Directed,2
27,726,Directed,2
29,727,Directed,2
70,753,Directed,2
70,754,Directed,2
75,755,Directed,2
75,756,Directed,2
76,755,Directed,2
76,756,Directed,2
81,759,Directed,2
81,760,Directed,2
81,761,Directed,2
103,772,Directed,2
104,774,Directed,2
116,782,Directed,2
129,789,Directed,2
129,790,Directed,2
129,791,Directed,2
167,811,Directed,2
81,819,Directed,2
81,820,Directed,2
185,823,Directed,2
185,824,Directed,2
240,788,Directed,2
240,850,Directed,2
15,866,Directed,2
15,867,Directed,2
15,868,Directed,3
70,866,Directed,2
70,867,Directed,2
70,868,Directed,3
297,892,Directed,2
297,893,Directed,2
320,907,Directed,2
320,908,Directed,2
191,909,Directed,2
76,909,Directed,2
338,917,Directed,2
338,918,Directed,2
341,919,Directed,2
341,921,Directed,2
344,919,Directed,2
344,921,Directed,2
355,928,Directed,2
338,928,Directed,2
358,928,Directed,2
382,942,Directed,2
382,943,Directed,2
382,945,Directed,2
411,962,Directed,2
411,980,Directed,2
411,982,Directed,2
411,983,Directed,2
76,980,Directed,2
76,982,Directed,2
76,983,Directed,2
444,986,Directed,2
341,999,Directed,2
203,1040,Directed,2
536,1040,Directed,2
521,1044,Directed,2
193,1066,Directed,2
320,1102,Directed,2
320,1103,Directed,2
320,1104,Directed,2
320,1105,Directed,2
103,1111,Directed,2
103,1112,Directed,2
103,1113,Directed,2
103,1114,Directed,2
103,1115,Directed,2
103,1116,Directed,2
103,1117,Directed,2
169,1124,Directed,2
686,1136,Directed,3
686,786,Directed,3
686,1137,Directed,3
104,1148,Directed,2
104,1149,Directed,2
104,1150,Directed,2
428,1166,Directed,2
428,1167,Directed,2
428,1168,Directed,2
428,1169,Directed,2
428,716,Directed,2
428,1170,Directed,2
428,717,Directed,2
27,1207,Directed,2
27,1208,Directed,2
27,1209,Directed,2
871,1258,Directed,2
871,1259,Directed,2
871,1260,Directed,2
871,1261,Directed,3
871,1262,Directed,2
871,1263,Directed,2
240,1268,Directed,2
521,1275,Directed,2
411,1282,Directed,2
411,1283,Directed,2
912,999,Directed,2
912,1284,Directed,2
341,1304,Directed,2
341,1305,Directed,2
686,1312,Directed,2
686,1313,Directed,2
411,1316,Directed,2
411,1317,Directed,2
411,1318,Directed,2
997,1334,Directed,2
266,1334,Directed,2
169,1336,Directed,2
355,1337,Directed,2
355,781,Directed,2
81,1365,Directed,2
81,1366,Directed,2
76,1365,Directed,2
76,1366,Directed,2
382,1369,Directed,3
15,1370,Directed,2
15,1371,Directed,2
344,1380,Directed,2
344,1381,Directed,2
344,1382,Directed,2
29,1388,Directed,2
29,1390,Directed,2
297,1392,Directed,2
297,1393,Directed,3
297,1394,Directed,2
297,1395,Directed,2
297,1396,Directed,2
27,1400,Directed,2
27,1401,Directed,2
27,1402,Directed,2
15,1407,Directed,2
15,1408,Directed,2
15,1409,Directed,2
344,1425,Directed,2
630,1426,Directed,2
630,1427,Directed,2
630,1428,Directed,2
76,1443,Directed,2
76,1444,Directed,2
103,967,Directed,2
341,967,Directed,2
355,1448,Directed,2
355,1371,Directed,2
355,1449,Directed,2
116,769,Directed,2
185,769,Directed,2
70,1485,Directed,2
70,1486,Directed,2
70,1487,Directed,2
70,1488,Directed,2
70,1489,Directed,2
266,1494,Directed,2
266,1495,Directed,2
203,1508,Directed,2
203,1509,Directed,2
536,1508,Directed,2
536,1509,Directed,2
341,1510,Directed,2
411,1511,Directed,2
411,1512,Directed,2
411,1513,Directed,2
411,1514,Directed,2
411,1515,Directed,2
185,1516,Directed,2
185,1517,Directed,2
871,1521,Directed,2
997,1411,Directed,2
630,1411,Directed,2
338,1537,Directed,2
338,1538,Directed,2
129,1545,Directed,2
129,1546,Directed,2
129,788,Directed,2
129,1547,Directed,2
129,1548,Directed,2
129,1549,Directed,2
320,1545,Directed,2
320,1546,Directed,2
320,788,Directed,2
320,1547,Directed,2
320,1548,Directed,2
320,1549,Directed,2
75,1551,Directed,2
75,1552,Directed,2
75,1553,Directed,2
75,1554,Directed,2
75,1555,Directed,2
338,1558,Directed,2
338,1559,Directed,2
338,1560,Directed,2
347,1569,Directed,2
347,1570,Directed,2
347,1571,Directed,2
347,1572,Directed,2
347,1573,Directed,2
213,1588,Directed,2
213,1487,Directed,2
213,1589,Directed,2
213,1364,Directed,2
103,1621,Directed,2
237,1623,Directed,2
237,1624,Directed,2
116,1630,Directed,2
213,1656,Directed,2
213,1657,Directed,2
213,1371,Directed,2
213,1658,Directed,2
1549,1692,Directed,2
871,1704,Directed,2
871,1705,Directed,2
871,1706,Directed,2
871,1707,Directed,2
871,1708,Directed,2
358,1713,Directed,2
358,1714,Directed,2
358,1715,Directed,2
521,1719,Directed,2
213,1722,Directed,2
213,1723,Directed,2
213,1574,Directed,2
213,1724,Directed,2
213,1725,Directed,2
213,1726,Directed,2
213,1727,Directed,2
997,1736,Directed,2
167,1737,Directed,2
167,1208,Directed,2
167,1738,Directed,2
997,1742,Directed,2
1549,1780,Directed,2
1549,1781,Directed,2
1549,716,Directed,2
1549,717,Directed,2
912,1784,Directed,2
116,1802,Directed,2
75,1806,Directed,2
75,1807,Directed,2
1549,1626,Directed,2
444,1818,Directed,2
444,1819,Directed,2
81,1823,Directed,2
81,1824,Directed,2
411,1829,Directed,2
411,733,Directed,2
411,1830,Directed,2
27,1832,Directed,2
27,1833,Directed,2
27,786,Directed,2
27,1834,Directed,2
27,1617,Directed,2
27,1835,Directed,2
27,1836,Directed,2
27,788,Directed,2
103,1841,Directed,2
103,1842,Directed,2
103,1843,Directed,2
871,1487,Directed,5
355,1852,Directed,3
444,1855,Directed,2
444,1856,Directed,2
358,1871,Directed,2
358,1872,Directed,2
358,1873,Directed,2
358,1874,Directed,2
358,1875,Directed,2
1549,1694,Directed,3
1549,1876,Directed,3
1549,1163,Directed,5
1549,784,Directed,3
1549,1877,Directed,3
1549,1878,Directed,3
1549,1879,Directed,3
630,1694,Directed,2
630,1876,Directed,2
630,1163,Directed,3
630,784,Directed,2
630,1877,Directed,2
630,1878,Directed,2
630,1879,Directed,2
347,1002,Directed,2
237,1584,Directed,2
237,1903,Directed,2
405,1913,Directed,2
405,788,Directed,2
405,1069,Directed,2
405,1914,Directed,2
