Source,Target,Type,Weight
21,5122,Directed,2
21,5164,Directed,7
21,5197,Directed,2
21,5198,Directed,2
21,5200,Directed,2
21,5201,Directed,2
21,5253,Directed,2
21,5254,Directed,5
21,5333,Directed,3
21,5371,Directed,2
21,5373,Directed,2
21,5263,Directed,2
21,5374,Directed,2
21,5375,Directed,2
21,5376,Directed,2
21,5377,Directed,2
21,5378,Directed,2
21,5533,Directed,6
21,5558,Directed,2
21,5559,Directed,2
21,5560,Directed,2
21,5596,Directed,2
21,5597,Directed,2
21,5598,Directed,2
21,5722,Directed,2
21,5723,Directed,2
21,5725,Directed,2
21,5866,Directed,2
21,5867,Directed,2
21,5868,Directed,2
21,5869,Directed,2
21,5935,Directed,2
21,5965,Directed,2
21,6036,Directed,2
21,5443,Directed,2
21,6258,Directed,2
21,5126,Directed,3
21,5706,Directed,2
21,5474,Directed,3
21,5782,Directed,2
21,6317,Directed,2
21,6318,Directed,2
21,6319,Directed,2
21,6320,Directed,2
21,6321,Directed,2
21,5249,Directed,4
21,5827,Directed,2
21,6428,Directed,2
21,6443,Directed,2
21,5704,Directed,2
21,6483,Directed,2
21,6484,Directed,2
21,6485,Directed,2
21,6497,Directed,2
21,5203,Directed,2
21,6579,Directed,2
21,6616,Directed,2
21,6617,Directed,2
21,6618,Directed,2
21,6653,Directed,2
21,6654,Directed,2
21,6703,Directed,2
21,6704,Directed,2
21,5293,Directed,2
21,6733,Directed,2
21,6833,Directed,2
21,5123,Directed,2
21,6873,Directed,2
21,6874,Directed,2
21,6875,Directed,2
21,6947,Directed,2
21,6948,Directed,2
21,6949,Directed,2
21,6601,Directed,2
21,6950,Directed,2
21,6951,Directed,2
21,6952,Directed,2
21,6953,Directed,2
21,6965,Directed,2
21,6597,Directed,2
21,6966,Directed,2
21,6599,Directed,2
21,6974,Directed,2
21,6975,Directed,2
21,6976,Directed,2
21,6928,Directed,2
21,7079,Directed,2
21,7080,Directed,2
21,7081,Directed,2
21,7137,Directed,3
21,7189,Directed,3
21,7190,Directed,2
21,7210,Directed,2
21,7211,Directed,2
21,7212,Directed,2
21,7003,Directed,2
21,5524,Directed,3
21,7218,Directed,2
21,7219,Directed,2
21,7220,Directed,2
21,5538,Directed,2
21,7292,Directed,2
21,7364,Directed,3
21,7365,Directed,2
21,7366,Directed,2
21,7422,Directed,2
21,5735,Directed,2
21,7423,Directed,2
21,7433,Directed,2
21,7434,Directed,2
21,7536,Directed,2
21,7537,Directed,2
21,7617,Directed,2
21,7665,Directed,2
21,7666,Directed,2
21,7667,Directed,2
21,7668,Directed,2
21,7691,Directed,2
21,7046,Directed,2
21,7827,Directed,2
21,7828,Directed,2
21,7829,Directed,2
21,6039,Directed,2
21,7855,Directed,2
21,7897,Directed,2
21,8001,Directed,2
21,8002,Directed,2
21,8003,Directed,2
21,8004,Directed,2
21,8180,Directed,2
21,8181,Directed,2
21,8196,Directed,2
21,8206,Directed,2
